Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
HONORABLE	ABERCROMBIE	NEIL		O	HI01	2008	5/15/2008	8135597
HONORABLE	ACKERMAN	GARY L.		O	NY05	2008	5/15/2008	8135598
HONORABLE	ADERHOLT	ROBERT B.		A	AL04	2008	1/7/2009	8139590
HONORABLE	ADERHOLT	ROBERT B.		O	AL04	2008	5/15/2008	8135599
HONORABLE	AKIN	W. TODD		O	MO02	2008	5/15/2008	8135600
HONORABLE	ALEXANDER	RODNEY		O	LA05	2008	5/14/2008	8135601
HONORABLE	ALLEN	THOMAS H.		O	ME01	2008	5/15/2008	8135602
HONORABLE	ALTMIRE	JASON		O	PA04	2008	5/14/2008	8135603
HONORABLE	ALTMIRE	JASON		A	PA04	2008	3/26/2009	8139862
HONORABLE	ANDREWS	ROBERT E.		O	NJ01	2008	5/15/2008	8135604
HONORABLE	ARCURI	MICHAEL A.		O	NY24	2008	5/15/2008	8135605
HONORABLE	BACA	JOE		A	CA43	2008	7/9/2008	8138827
HONORABLE	BACA	JOE		O	CA43	2008	5/15/2008	8135606
HONORABLE	BACHMANN	MICHELE		O	MN06	2008	6/16/2008	8203164
HONORABLE	BACHUS	SPENCER		O	AL06	2008	5/15/2008	8138328
HONORABLE	BAIRD	BRIAN		O	WA03	2008	5/15/2008	8135608
HONORABLE	BAIRD	BRIAN		A	WA03	2008	7/30/2008	8138985
HONORABLE	BALDWIN	TAMMY		O	WI02	2008	5/14/2008	8135609
	BARLETTA	LOU		O	PA11	2008	3/24/2013	8135284
HONORABLE	BARRETT	J. GRESHAM		O	SC03	2008	5/15/2008	8135610
HONORABLE	BARROW	JOHN		O	GA12	2008	4/29/2008	8135611
HONORABLE	BARTLETT	ROSCOE G.		A	MD06	2008	6/24/2008	8138784
HONORABLE	BARTLETT	ROSCOE G.		A	MD06	2008	5/14/2009	8140036
HONORABLE	BARTLETT	ROSCOE G.		A	MD06	2008	7/31/2008	8138977
HONORABLE	BARTLETT	ROSCOE G.		O	MD06	2008	5/15/2008	8135612
HONORABLE	BARTON	JOE		A	TX06	2008	7/24/2008	8138935
HONORABLE	BARTON	JOE		O	TX06	2008	5/15/2008	8135613
HONORABLE	BEAN	MELISSA L.		O	IL08	2008	5/15/2008	8135614
HONORABLE	BECERRA	XAVIER		O	CA31	2008	6/30/2008	8138800
HONORABLE	BERKLEY	SHELLEY		O	NV01	2008	5/9/2008	8135615
HONORABLE	BERMAN	HOWARD L.		O	CA28	2008	6/26/2008	8138785
HONORABLE	BERRY	MARION		O	AR01	2008	5/15/2008	8135616
HONORABLE	BIGGERT	JUDY		O	IL13	2008	5/15/2008	8135617
HONORABLE	BILBRAY	BRIAN P.		O	CA50	2008	5/15/2008	8135618
HONORABLE	BILIRAKIS	GUS M.		O	FL09	2008	5/15/2008	8135619
HONORABLE	BISHOP	ROB		O	UT01	2008	5/15/2008	8135620
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2008	5/15/2008	8135621
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2008	5/15/2008	8135622
HONORABLE	BLACKBURN	MARSHA		O	TN07	2008	5/15/2008	8135623
HONORABLE	BLUMENAUER	EARL		O	OR03	2008	5/20/2008	8135625
HONORABLE	BLUNT	ROY		O	MO07	2008	5/15/2008	8135624
HONORABLE	BOEHNER	JOHN A.		O	OH08	2008	5/15/2008	8135626
HONORABLE	BONNER	JO		O	AL01	2008	5/15/2008	8135627
HONORABLE	BONO MACK	MARY		A	CA45	2008	9/11/2008	8139224
HONORABLE	BONO MACK	MARY		O	CA45	2008	5/15/2008	8135628
HONORABLE	BOOZMAN	JOHN		O	AR03	2008	5/15/2008	8135629
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2008	5/12/2008	8135630
HONORABLE	BOREN	DAN		O	OK02	2008	5/15/2008	8135631
