Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	ASSAD	MIKE		O	NJ02	2013	7/15/2013	8212565
HONORABLE	AUSTRIA	STEVE		T	OH07	2013	2/21/2013	8209884
DR.	BABIN	BRIAN		O	TX36	2013	2/6/2014	8213998
	BACA	JOE		O	CA35	2013	5/14/2013	8210788
HONORABLE	BACA	JOE		T	CA43	2013	11/30/2012	8209504
HONORABLE	BACA	JOE		T	CA43	2013	1/31/2013	8209747
HONORABLE	BACHMANN	MICHELE		X	MN06	2013	5/17/2013	8210532
HONORABLE	BACHMANN	MICHELE		O	MN06	2013	6/13/2013	8212267
Mrs.	Bachmann	Michele		O	MN06	2013	6/12/2014	8215718
Mrs.	Bachmann	Michele		X	MN06	2013	5/13/2014	8214882
Hon.	Bachus	Spencer		A	AL06	2013	10/17/2014	10004511
Hon.	Bachus	Spencer		O	AL06	2013	8/13/2014	10003963
Hon.	Bachus	Spencer		X	AL06	2013	5/19/2014	9105247
HONORABLE	BACHUS	SPENCER		X	AL06	2013	4/15/2013	8210105
HONORABLE	BACHUS	SPENCER		O	AL06	2013	8/14/2013	8212965
HONORABLE	BALDWIN	TAMMY		E	WI02	2013	6/13/2013	8212266
HONORABLE	BALDWIN	TAMMY		B	WI02	2013	5/2/2013	8210195
	BALKEMA	CHRIS		O	IL11	2013	5/17/2013	8210789
HONORABLE	BARBER	RON		A	AZ02	2013	6/13/2013	8212268
HONORABLE	BARBER	RON		O	AZ02	2013	5/15/2013	8211959
Mr.	Barber	Ron		A	AZ02	2013	8/26/2014	8216440
Mr.	Barber	Ron		O	AZ02	2013	5/14/2014	8215265
	BARFIELD	JONATHAN	JR.	D	NC07	2013	10/2/2013	8213193
	BARFIELD	JONATHAN	JR.	D	NC07	2013	10/21/2013	8213250
	BARKLEY	MICHAEL J.		O	CA10	2013	7/3/2013	8212498
Hon.	Barletta	Lou		A	PA11	2013	4/7/2015	10005024
HONORABLE	BARLETTA	LOU		A	PA11	2013	7/3/2013	9103181
HONORABLE	BARLETTA	LOU		O	PA11	2013	5/15/2013	8211960
Mr.	Barletta	Lou		A	PA11	2013	7/17/2014	10003680
Mr.	Barletta	Lou		A	PA11	2013	8/21/2014	10004218
Mr.	Barletta	Lou		O	PA11	2013	5/15/2014	10001098
	BARNES	HOUSTON		O	NC02	2013	1/8/2014	8213857
HONORABLE	BARR	ANDY		A	KY06	2013	6/20/2013	8212364
HONORABLE	BARR	ANDY		O	KY06	2013	5/15/2013	8211961
	BARR	BOB		A	GA11	2013	6/20/2013	8212352
	BARR	BOB		O	GA11	2013	6/18/2013	8212351
Mr.	Barr	Garland "Andy"		O	KY06	2013	5/15/2014	8215266
	BARRON	ELIOT STEVENS		D	LA05	2013	9/26/2013	8213190
	BARRON	ELIOT STEVENS		O	LA05	2013	10/14/2013	8213241
HONORABLE	BARROW	JOHN		O	GA12	2013	5/15/2013	8211962
Mr.	Barrow	John		O	GA12	2013	5/8/2014	10001608
HONORABLE	BARTLETT	ROSCOE GARDNER		T	MD06	2013	1/23/2013	8209695
HONORABLE	BARTON	JOE		A	TX06	2013	7/23/2013	8212626
HONORABLE	BARTON	JOE		O	TX06	2013	5/15/2013	8211966
Mr.	Barton	Joe		O	TX06	2013	5/12/2014	8215267
HONORABLE	BASS	CHARLES F.		T	NH02	2013	2/11/2013	8209823
HONORABLE	BASS	KAREN		O	CA37	2013	5/15/2013	8211963
Ms.	Bass	Karen		O	CA37	2013	5/13/2014	10001058
	BATTLE	GEORGE EDWARD	III	O	NC12	2013	7/24/2013	8212685
	BAYNE	IAN L.		D	IL11	2013	6/19/2013	9103178
	BAYNE	IAN L.		O	IL11	2013	10/9/2013	8213194
	BEALE	ANTHONY A.		O	IL02	2013	2/14/2013	8209871
Hon.	Beatty	Joyce		A	OH03	2013	11/20/2014	9105668
Hon.	Beatty	Joyce		A	OH03	2013	10/9/2015	10008724
HONORABLE	BEATTY	JOYCE		O	OH03	2013	5/15/2013	8211967
Mrs.	Beatty	Joyce		A	OH03	2013	5/15/2014	10002621
Mrs.	Beatty	Joyce		A	OH03	2013	8/11/2014	10004070
Mrs.	Beatty	Joyce		O	OH03	2013	5/15/2014	10002481
Hon.	Becerra	Xavier		A	CA34	2013	5/3/2017	10015582
HONORABLE	BECERRA	XAVIER		X	CA34	2013	5/16/2013	8210444
HONORABLE	BECERRA	XAVIER		X	CA34	2013	6/20/2013	9103152
HONORABLE	BECERRA	XAVIER		O	CA34	2013	6/28/2013	8212392
Mr.	Becerra	Xavier		O	CA34	2013	6/16/2014	10003382
Mr.	Becerra	Xavier		X	CA34	2013	5/15/2014	8214948
	BELGARD	AIMEE		A	NJ03	2013	5/22/2014	8215280
	BELGARD	AIMEE		O	NJ03	2013	12/20/2013	8213709
	Bell	Robert (Bob) Capt		D	LA06	2013	8/19/2014	8216414
HONORABLE	BENISHEK	DAN		O	MI01	2013	5/15/2013	8211968
HONORABLE	BENISHEK	DAN		A	MI01	2013	7/23/2013	8212628
Mr.	Benishek	Dan		O	MI01	2013	5/14/2014	10001391
	BENSON	MICHAEL WAYNE		O	MN01	2013	8/8/2013	8212833
HONORABLE	BENTIVOLIO	KERRY L.		A	MI11	2013	9/19/2014	9105414
HONORABLE	BENTIVOLIO	KERRY L.		X	MI11	2013	5/22/2013	8210693
HONORABLE	BENTIVOLIO	KERRY L.		O	MI11	2013	8/9/2013	8212840
Mr.	Bentivolio	Kerry L.		O	MI11	2013	8/12/2014	8216241
Mr.	Bentivolio	Kerry L.		X	MI11	2013	5/13/2014	8214883
HONORABLE	BERA	AMI		O	CA07	2013	5/15/2013	8211964
Mr.	Bera	Ami		A	CA07	2013	7/9/2014	8215924
Mr.	Bera	Ami		A	CA07	2013	8/11/2014	8216242
Mr.	Bera	Ami		O	CA07	2013	5/14/2014	8215671
HONORABLE	BERG	RICK		X	ND00	2013	11/30/2012	8209511
HONORABLE	BERG	RICK		T	ND00	2013	5/3/2013	8210196
	BERGER	PHILIP EDWARD	JR.	O	NC06	2013	1/2/2014	8213760
	BERGMANN	CHARLOTTE		O	TN09	2013	12/11/2013	8213650
HONORABLE	BERKLEY	SHELLEY		T	NV01	2013	1/18/2013	8209694
HONORABLE	BERMAN	HOWARD L.		T	CA30	2013	2/4/2013	8209799
HONORABLE	BIGGERT	JUDY		T	IL11	2013	2/6/2013	8209825
HONORABLE	BILBRAY	BRIAN P.		X	CA52	2013	2/7/2013	8209847
HONORABLE	BILBRAY	BRIAN P.		T	CA52	2013	2/28/2013	8209914
	BILBRAY-KOHN	ERIN K.		O	NV03	2013	8/7/2013	8212834
HONORABLE	BILIRAKIS	GUS M.		O	FL12	2013	5/15/2013	8211969
Mr.	Bilirakis	Gus M.		O	FL12	2013	7/14/2014	8215976
Mr.	Bilirakis	Gus M.		X	FL12	2013	5/13/2014	8214884
	BIRCHER	MARK		O	FL13	2013	12/9/2013	8213632
	BIRMAN	IGOR A.		O	CA07	2013	10/7/2013	8213195
HONORABLE	BISHOP	ROB		O	UT01	2013	5/15/2013	8211970
Mr.	Bishop	Rob		O	UT01	2013	5/15/2014	10002545
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2013	5/9/2013	8211971
Mr.	Bishop	Sanford D.	Jr.	O	GA02	2013	5/7/2014	10001518
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2013	5/15/2013	8211972
Mr.	Bishop	Timothy H.		O	NY01	2013	5/14/2014	8215269
Hon.	Black	Diane		A	TN06	2013	2/27/2015	9106224
HONORABLE	BLACK	DIANE		X	TN06	2013	5/17/2013	8210533
HONORABLE	BLACK	DIANE		A	TN06	2013	7/23/2013	8212629
HONORABLE	BLACK	DIANE		O	TN06	2013	6/7/2013	8212181
Mrs.	Black	Diane		A	TN06	2013	7/14/2014	8215977
Mrs.	Black	Diane		O	TN06	2013	5/13/2014	8215589
Mrs.	Black	Diane		P	TN06	2013	4/9/2014	8214458
HONORABLE	BLACKBURN	MARSHA		O	TN07	2013	5/15/2013	8211973
Mrs.	Blackburn	Marsha		O	TN07	2013	8/12/2014	8216243
Mrs.	Blackburn	Marsha		X	TN07	2013	5/14/2014	8214949
	BLANDFORD	KEITH WARRICK		D	SC01	2013	3/27/2013	8210063
	BLUM	RODNEY LELAND		O	IA01	2013	6/3/2013	9103127
HONORABLE	BLUMENAUER	EARL		O	OR03	2013	5/23/2013	8211974
Mr.	Blumenauer	Earl		A	OR03	2013	7/17/2014	10003666
Mr.	Blumenauer	Earl		O	OR03	2013	5/6/2014	10000705
	BOCCIERI	JOHN A.		O	OH07	2013	5/22/2013	8210790
	BOCK	JOSEPH		X	IN02	2013	12/9/2013	8213663
	BOCK	JOSEPH		O	IN02	2013	2/10/2014	8213999
Hon.	Boehner	John A.		O	OH08	2013	5/14/2014	10000804
HONORABLE	BOEHNER	JOHN A.		O	OH08	2013	5/15/2013	8211975
	BOLGER	RICHARD OWEN		X	VA10	2013	9/4/2013	8213047
	BOLGER	RICHARD OWEN		O	VA10	2013	12/19/2013	8213682
HONORABLE	BONAMICI	SUZANNE		O	OR01	2013	5/7/2013	8211976
Ms.	Bonamici	Suzanne		O	OR01	2013	6/20/2014	10000839
Ms.	Bonamici	Suzanne		X	OR01	2013	5/7/2014	30000125
	BONGINO	DANIEL		O	MD06	2013	7/23/2013	8212670
	BONILLA	JORGE L.	JR.	O	FL09	2013	8/1/2013	8212749
	BONNER	JAY  ALAN		O	FL20	2013	12/6/2013	8213633
HONORABLE	BONNER	JO		T	AL01	2013	8/26/2013	8213038
HONORABLE	BONNER	JO		O	AL01	2013	5/15/2013	8211977
HONORABLE	BONO MACK	MARY		X	CA45	2013	2/7/2013	8209848
HONORABLE	BONO MACK	MARY		T	CA45	2013	3/26/2013	8210023
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2013	5/14/2013	8211978
Ms.	Bordallo	Madeleine Z.		O	GU00	2013	5/8/2014	10001246
HONORABLE	BOREN	DAVID DANIEL		X	OK02	2013	1/11/2013	8209664
HONORABLE	BOREN	DAVID DANIEL		T	OK02	2013	4/30/2013	8210164
	BOST	MICHAEL J.		O	IL12	2013	8/7/2013	8212836
	BOSTIC	CURTIS		O	SC01	2013	5/2/2013	8210209
HONORABLE	BOSWELL	LEONARD L.		T	IA03	2013	2/6/2013	8209826
	BOTELHO	JOANNA LYNN GARCIA		X	CA16	2013	11/6/2013	8213409
HONORABLE	BOUSTANY	CHARLES W.	JR.	O	LA03	2013	5/15/2013	9103079
Mr.	Boustany	Charles W.	Jr.	A	LA03	2013	6/18/2014	8215769
Mr.	Boustany	Charles W.	Jr.	O	LA03	2013	5/9/2014	8215270
	BOWDEN	CRAIG RICHARD		D	UT01	2013	6/20/2013	9103179
	BOYLE	BRENDAN F.		O	PA13	2013	5/22/2013	8210791
HONORABLE	BRADY	KEVIN		X	TX08	2013	5/22/2013	8210694
HONORABLE	BRADY	KEVIN		A	TX08	2013	7/23/2014	8216120
HONORABLE	BRADY	KEVIN		O	TX08	2013	6/3/2013	8212134
Mr.	Brady	Kevin		O	TX08	2013	6/11/2014	10003374
HONORABLE	BRADY	ROBERT A.		O	PA01	2013	5/15/2013	8211980
Mr.	Brady	Robert A.		A	PA01	2013	8/13/2014	10004155
Mr.	Brady	Robert A.		O	PA01	2013	5/15/2014	10002003
HONORABLE	BRALEY	BRUCE L.		X	IA01	2013	4/24/2013	8210149
HONORABLE	BRALEY	BRUCE L.		A	IA01	2013	5/29/2014	8215624
HONORABLE	BRALEY	BRUCE L.		O	IA01	2013	6/24/2013	8212365
HONORABLE	BRALEY	BRUCE L.		A	IA01	2013	8/13/2013	8212933
Mr.	Braley	Bruce L.		A	IA01	2013	7/14/2014	10003645
Mr.	Braley	Bruce L.		O	IA01	2013	5/29/2014	10001106
Mr.	Braley	Bruce L.		X	IA01	2013	5/19/2014	30000442
	BRANDON	MARCUS		O	NC08	2013	10/10/2013	8213196
	BRASHEAR-MODICA	JERRY LEE		D	TX30	2013	11/22/2013	8213543
	BREWER	THOMAS HILL		O	AR03	2013	12/4/2013	8213600
HONORABLE	BRIDENSTINE	JIM		O	OK01	2013	5/14/2013	8211981
Mr.	Bridenstine	Jim		A	OK01	2013	6/19/2014	8215816
Mr.	Bridenstine	Jim		O	OK01	2013	5/12/2014	10001954
	BRIKHO	GEORGE		O	MI09	2013	5/20/2013	8210795
	BROOKE	WILLIAM W.		X	AL06	2013	1/7/2014	8213772
	BROOKE	WILLIAM W.		O	AL06	2013	2/10/2014	8214000
DR.	BROOKS	JANIS C.		O	PA02	2013	12/26/2013	8213715
HONORABLE	BROOKS	MO		A	AL05	2013	7/8/2013	8212475
HONORABLE	BROOKS	MO		O	AL05	2013	5/8/2013	8211982
Mr.	Brooks	Mo		A	AL05	2013	7/9/2014	10003589
Mr.	Brooks	Mo		O	AL05	2013	5/13/2014	10001851
HONORABLE	BROOKS	SUSAN W.		A	IN05	2013	6/18/2013	8212333
HONORABLE	BROOKS	SUSAN W.		O	IN05	2013	5/15/2013	8211983
Mrs.	Brooks	Susan W.		A	IN05	2013	7/18/2014	10003736
Mrs.	Brooks	Susan W.		A	IN05	2013	8/4/2014	10003778
Mrs.	Brooks	Susan W.		O	IN05	2013	5/9/2014	10000593
HONORABLE	BROUN	PAUL C.		O	GA10	2013	5/14/2013	8211985
Mr.	Broun	Paul C.		O	GA10	2013	7/16/2014	8215978
Mr.	Broun	Paul C.		X	GA10	2013	5/15/2014	8214957
Hon.	Brown	Corrine		A	FL05	2013	4/16/2015	9106314
HONORABLE	BROWN	CORRINE		O	FL05	2013	5/15/2013	8211984
Ms.	Brown	Corrine		O	FL05	2013	5/15/2014	8215271
	BROWN	THEODIS	JR.	D	MO08	2013	4/30/2013	8210185
	BROWN	THOMAS EDISON		O	GA04	2013	10/4/2013	8213288
HONORABLE	BROWNLEY	JULIA		O	CA26	2013	5/15/2013	8211986
Ms.	Brownley	Julia		A	CA26	2013	8/13/2014	10004113
Ms.	Brownley	Julia		O	CA26	2013	5/15/2014	10001573
	BROWNSBERGER	WILLIAM N.		O	MA05	2013	3/14/2013	8210796
	BUCHAL	JAMES LAURENCE		D	OR03	2013	11/27/2013	8213613
HONORABLE	BUCHANAN	VERN		O	FL16	2013	5/15/2013	8212207
Mr.	Buchanan	Vern		O	FL16	2013	5/13/2014	8215297
HONORABLE	BUCSHON	LARRY		A	IN08	2013	12/13/2013	8213638
HONORABLE	BUCSHON	LARRY		O	IN08	2013	5/14/2013	9103077
Mr.	Bucshon	Larry		O	IN08	2013	5/15/2014	8215273
HONORABLE	BUERKLE	ANN MARIE		X	NY25	2013	2/6/2013	8209807
HONORABLE	BUERKLE	ANN MARIE		X	NY25	2013	4/4/2013	9102243
HONORABLE	BURGESS	MICHAEL C.		A	TX26	2013	8/1/2014	8216128
HONORABLE	BURGESS	MICHAEL C.		O	TX26	2013	5/15/2013	8211987
Mr.	Burgess	Michael C.		O	TX26	2013	8/1/2014	10001420
Mr.	Burgess	Michael C.		X	TX26	2013	5/13/2014	30000153
HONORABLE	BURTON	DAN		T	IN05	2013	3/12/2013	8209964
	BUSCH	ELIZABETH COLBERT		O	SC01	2013	3/20/2013	8209990
	BUSSLER	JIM		D	MI06	2013	9/18/2013	8213142
HONORABLE	BUSTOS	CHERI		O	IL17	2013	5/15/2013	8211988
Mrs.	Bustos	Cheri		A	IL17	2013	7/22/2014	8216062
Mrs.	Bustos	Cheri		O	IL17	2013	5/12/2014	8215274
Mr.	Butterfield	G. K.		O	NC01	2013	5/2/2014	10000990
HONORABLE	BUTTERFIELD	G.K.		O	NC01	2013	5/15/2013	8211989
	BYRNE	BRADLEY ROBERTS		O	AL01	2013	7/10/2013	8212540
	BYRNES	PAM		X	MI07	2013	8/5/2013	8212799
	BYRNES	PAM		O	MI07	2013	11/14/2013	8213485
	CAIN	EMILY ANN		O	ME02	2013	7/24/2013	8212671
	CALLIS	ANN		O	IL13	2013	7/17/2013	8212623
HONORABLE	CALVERT	KEN		O	CA42	2013	5/10/2013	8211990
Mr.	Calvert	Ken		O	CA42	2013	5/8/2014	10001613
HONORABLE	CAMP	DAVE		O	MI04	2013	5/14/2013	8211991
HONORABLE	CAMP	DAVE		A	MI04	2013	7/9/2013	8212505
HONORABLE	CAMP	DAVE		A	MI04	2013	5/7/2014	8214690
Mr.	Camp	Dave		O	MI04	2013	6/17/2014	10001486
Mr.	Camp	Dave		X	MI04	2013	5/16/2014	9105216
Hon.	Campbell	John		O	CA45	2013	4/30/2014	10000499
HONORABLE	CAMPBELL	JOHN		O	CA45	2013	5/7/2013	8211992
	CANNON	JERRY		X	MI01	2013	9/9/2013	8213092
	CANNON	JERRY		O	MI01	2013	10/11/2013	8213245
HONORABLE	CANSECO	FRANCISCO "QUICO"		T	TX23	2013	2/7/2013	8209827
	CANSECO	FRANCISCO RAUL		O	TX23	2013	7/1/2014	8215890
HONORABLE	CANTOR	ERIC		O	VA07	2013	5/15/2013	8211993
Hon.	Cantor	Eric Ivan		A	VA07	2013	7/21/2014	10003779
Hon.	Cantor	Eric Ivan		O	VA07	2013	5/10/2014	10001118
Hon.	Capito	Shelley Moore		A	WV02	2013	5/15/2015	9106585
Hon.	Capito	Shelley Moore		O	WV02	2013	5/15/2014	10001281
HONORABLE	CAPITO	SHELLEY MOORE		O	WV02	2013	5/14/2013	8211994
HONORABLE	CAPPS	LOIS		O	CA24	2013	5/15/2013	8211995
Mrs.	Capps	Lois		A	CA24	2013	8/11/2014	10004053
Mrs.	Capps	Lois		O	CA24	2013	5/13/2014	10001312
HONORABLE	CAPUANO	MICHAEL E.		O	MA07	2013	5/14/2013	8211996
Mr.	Capuano	Michael E.		O	MA07	2013	5/5/2014	10000969
	CARAWAY	BARBARA LEN MALLORY		O	TX30	2013	2/5/2014	8214001
Hon.	Cardenas	Tony		A	CA29	2013	5/14/2015	10007192
Hon.	Cardenas	Tony		O	CA29	2013	5/14/2014	10001733
HONORABLE	CARDENAS	TONY		O	CA29	2013	5/15/2013	9103080
	Carlile	Douglas A.		C	TX15	2013	1/26/2014	10000022
HONORABLE	CARNAHAN	JOHN RUSSELL		T	MO03	2013	1/31/2013	8209748
HONORABLE	CARNEY	JOHN C.	JR.	O	DE00	2013	5/15/2013	8211998
Mr.	Carney	John C.	Jr.	O	DE00	2013	6/16/2014	10002054
Mr.	Carney	John C.	Jr.	X	DE00	2013	5/15/2014	8214956
Mr.	Carney	John C.	Jr.	X	DE00	2013	5/15/2014	30000279
HONORABLE	CARSON	ANDRE		O	IN07	2013	5/15/2013	8211997
Mr.	Carson	André		A	IN07	2013	8/11/2014	10003990
Mr.	Carson	André		O	IN07	2013	5/15/2014	10002544
	CARTER	EARL LEROY		O	GA01	2013	6/10/2013	8212200
	CARTER	JAMES DARWIN		O	GA01	2013	8/5/2013	8212793
Hon.	Carter	John R.		A	TX31	2013	5/12/2017	10016833
HONORABLE	CARTER	JOHN R.		X	TX31	2013	5/17/2013	8210534
HONORABLE	CARTER	JOHN R.		O	TX31	2013	6/14/2013	8212291
Mr.	Carter	John R.		O	TX31	2013	5/8/2014	10001091
HONORABLE	CARTWRIGHT	MATT		O	PA17	2013	5/15/2013	8211999
Mr.	Cartwright	Matt		O	PA17	2013	5/15/2014	8215478
	CASEY	GEORGE NICHOLAS	JR.	O	WV02	2013	5/23/2013	8210771
HONORABLE	CASSIDY	BILL		O	LA06	2013	5/14/2013	8212000
Dr.	Cassidy	William M.		O	LA06	2013	5/13/2014	10001414
HONORABLE	CASTOR	KATHY		A	FL14	2013	5/9/2014	8214870
HONORABLE	CASTOR	KATHY		O	FL14	2013	5/15/2013	8212001
Ms.	Castor	Kathy		O	FL14	2013	5/9/2014	10000930
HONORABLE	CASTRO	JOAQUIN		O	TX20	2013	5/15/2013	8212002
Mr.	Castro	Joaquin		A	TX20	2013	6/27/2014	8215848
Mr.	Castro	Joaquin		A	TX20	2013	7/11/2014	8215979
Mr.	Castro	Joaquin		O	TX20	2013	5/15/2014	8215479
	CENTILLI	DOUG		O	TX36	2013	2/10/2014	8215790
HONORABLE	CHABOT	STEVE		O	OH01	2013	5/15/2013	8212003
HONORABLE	CHABOT	STEVE		A	OH01	2013	7/10/2013	9103182
Mr.	Chabot	Steve		O	OH01	2013	5/9/2014	10001695
HONORABLE	CHAFFETZ	JASON		O	UT03	2013	5/15/2013	8212004
Mr.	Chaffetz	Jason		A	UT03	2013	7/2/2014	10003483
Mr.	Chaffetz	Jason		O	UT03	2013	5/9/2014	10001521
HONORABLE	CHANDLER	ALBERT BENJAMIN	III	T	KY06	2013	2/4/2013	8209790
	CHANG	STANLEY		O	HI01	2013	10/22/2013	8213289
	CHAPMAN	JEFF		O	GA01	2013	7/24/2013	8212672
	Chapman	John C.		C	MA09	2013	5/2/2014	8214659
	Chapman	John C.		X	MA09	2013		8213991
	CHEW	ROBIN LEO		O	CA18	2013	10/7/2013	8213197
	CHO	ROY		O	NJ05	2013	6/3/2013	9103128
	CHOI	JUN		O	NJ07	2013	5/23/2013	8210797
HONORABLE	CHRISTENSEN	DONNA M.		O	VI00	2013	5/15/2013	8212005
Mrs.	Christensen	Donna M.		O	VI00	2013	5/8/2014	10001096
	CHRISTOPHER	WARREN		O	MD04	2013	12/11/2013	8213651
Hon.	Chu	Judy		A	CA27	2013	4/22/2015	9106359
Hon.	Chu	Judy		A	CA27	2013	6/24/2015	9107212
Hon.	Chu	Judy		A	CA27	2013	6/24/2015	9107213
HONORABLE	CHU	JUDY		A	CA27	2013	5/19/2014	8215257
HONORABLE	CHU	JUDY		O	CA27	2013	5/15/2013	8212006
Ms.	Chu	Judy		O	CA27	2013	5/15/2014	10002119
HONORABLE	CICILLINE	DAVID N.		O	RI01	2013	5/15/2013	8212007
Mr.	Cicilline	David N.		O	RI01	2013	5/15/2014	10002052
	CLARK	KATHERINE		A	MA05	2013	6/26/2014	8215845
	CLARK	KATHERINE		O	MA05	2013	6/6/2013	9103129
Hon.	Clark	Katherine M.		A	MA05	2013	3/23/2015	10004959
Hon.	Clark	Katherine M.		A	MA05	2013	9/17/2015	10008646
Hon.	Clark	Katherine M.		O	MA05	2013	8/12/2014	8216244
Hon.	Clark	Katherine M.		X	MA05	2013	5/12/2014	8214826
HONORABLE	CLARKE	HANSEN		T	MI13	2013	2/7/2013	8209828
Hon.	Clarke	Yvette D.		A	NY09	2013	7/30/2015	9107367
HONORABLE	CLARKE	YVETTE D.		X	NY09	2013	5/10/2013	8210309
HONORABLE	CLARKE	YVETTE D.		O	NY09	2013	8/2/2013	8212760
HONORABLE	CLARKE	YVETTE D.		A	NY09	2013	10/9/2013	8213206
Ms.	Clarke	Yvette D.		O	NY09	2013	8/1/2014	8216137
Ms.	Clarke	Yvette D.		X	NY09	2013	5/19/2014	9105248
Ms.	Clarke	Yvette D.		X	NY09	2013	7/16/2014	8215956
HONORABLE	CLAY	WM. LACY		O	MO01	2013	5/8/2013	8212008
Mr.	Clay	Wm. Lacy		A	MO01	2013	7/16/2014	8216022
Mr.	Clay	Wm. Lacy		O	MO01	2013	5/9/2014	8215489
	Cleary	Brenda Lewis		C	NC13	2013	5/22/2014	8215287
HONORABLE	CLEAVER	EMANUEL		O	MO05	2013	5/15/2013	8212009
Mr.	Cleaver	Emanuel		O	MO05	2013	5/15/2014	10000725
	CLEMENS	PETER C.		O	UT01	2013	10/10/2013	8213198
	CLEMENTS	PAUL COLIN		D	MI06	2013	1/25/2013	8209737
	CLEMENTS	PAUL COLIN		O	MI06	2013	5/23/2013	9102771
HONORABLE	CLYBURN	JAMES E.		O	SC06	2013	5/9/2013	8212010
Mr.	Clyburn	James E.		O	SC06	2013	5/13/2014	10001609
Hon.	Coble	Howard		A	NC06	2013	7/15/2014	10003683
Hon.	Coble	Howard		A	NC06	2013	7/15/2014	10003684
Hon.	Coble	Howard		A	NC06	2013	7/16/2014	8216023
Hon.	Coble	Howard		O	NC06	2013	5/15/2014	10002183
HONORABLE	COBLE	HOWARD		A	NC06	2013	7/24/2013	8212680
HONORABLE	COBLE	HOWARD		O	NC06	2013	5/15/2013	8212011
	COBLENZ	MICHAEL		O	KY06	2013	8/14/2012	8213013
HONORABLE	COFFMAN	MIKE		O	CO06	2013	5/15/2013	8212012
Mr.	Coffman	Mike		A	CO06	2013	7/14/2014	8215980
Mr.	Coffman	Mike		O	CO06	2013	5/20/2014	8215480
HONORABLE	COHEN	STEVE		A	TN09	2013	5/8/2014	8214711
HONORABLE	COHEN	STEVE		O	TN09	2013	5/15/2013	8212017
Mr.	Cohen	Steve		O	TN09	2013	5/15/2014	10000767
	COHN	ALAN MICHAEL		O	FL15	2013	10/2/2013	8213183
	COLANGELO	STEVE ANTHONY		D	CA09	2013	5/9/2013	8210346
	COLANGELO	STEVE ANTHONY		O	CA09	2013	6/18/2013	8212353
	COLE	MICHAEL K.	JR.	O	TX36	2013	12/18/2013	8213683
HONORABLE	COLE	TOM		A	OK04	2013	5/13/2014	8215054
HONORABLE	COLE	TOM		O	OK04	2013	5/14/2013	8212013
Mr.	Cole	Tom		O	OK04	2013	5/13/2014	10001361
HONORABLE	COLLINS	CHRIS		O	NY27	2013	4/23/2013	8212014
Mr.	Collins	Chris		O	NY27	2013	4/30/2014	8215481
Mr.	Collins	Chris		P	NY27	2013	4/7/2014	8214460
