Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Alliegro	Mark C.		C	MA09	2016	5/10/2016	10011461
	Allvord	Terry Reagan		C	CA52	2016	4/10/2016	10009833
	Alm	Vance Steven		C	NV02	2016	5/17/2016	10009773
	Alm	Vance Steven		D	NV02	2016	4/8/2016	9108544
	Amador	Antonio C.		C	CA09	2016	5/6/2016	9108767
Hon.	Amash	Justin		O	MI03	2016	5/15/2017	10016808
Hon.	Amash	Justin		P	MI03	2016	5/16/2016	20005183
Hon.	Amodei	Mark E.		O	NV02	2016	5/16/2017	10017188
Hon.	Amodei	Mark E.		X	NV02	2016	5/16/2017	30003261
	Anders	Samuel		C	GA03	2016	4/22/2016	10009840
Mr.	Angelle	Scott		C	LA03	2016	8/18/2016	9109925
Mr.	Angelle	Scott		X	LA03	2016	5/25/2016	9109010
Mr.	Anthanasopoulos	George		C	CO07	2016	6/8/2016	10012986
	Anthony	Malcolm		W	FL06	2016		9108393
	Applegate	Douglas Loren		C	CA49	2016	6/21/2016	10013203
Mr.	Archer	Steven		A	RI02	2016	7/7/2016	10013316
Mr.	Archer	Steven		C	RI02	2016	7/6/2016	10013250
	Armstrong-Stoner	Derek James		C	AZ08	2016	5/4/2016	10010875
	Armstrong-Stoner	Derek James		W	AZ08	2016	5/24/2016	6176
	Arness	Mark Kenneth		C	MD05	2016	3/31/2016	10009788
	Arrington	Jodey Cook		C	TX19	2016	11/9/2016	10014194
Hon.	Arrington	Jodey Cook		H	TX19	2016	6/13/2017	10015722
Hon.	Arrington	Jodey Cook		X	TX19	2016	5/22/2017	30003221
	Ash	Jim		C	CA53	2016	5/9/2016	10011232
Hon.	Ashford	Brad		P	NE02	2016	1/15/2016	20004419
Hon.	Ashford	Brad		P	NE02	2016	1/15/2016	20004420
Hon.	Ashford	Brad		P	NE02	2016	2/1/2016	20004485
Hon.	Ashford	Brad		P	NE02	2016	4/12/2016	20004894
Hon.	Ashford	Brad		P	NE02	2016	6/27/2016	20005414
Hon.	Ashford	Brad		P	NE02	2016	12/5/2016	20006308
Hon.	Ashford	Brad		P	NE02	2016	12/5/2016	20006309
Hon.	Ashford	Brad		P	NE02	2016	12/20/2016	20006390
Hon.	Ashford	Brad		P	NE02	2016	12/20/2016	20006391
	Ashooh	Richard E.		C	NH01	2016	5/26/2016	9109343
	Assini	Mark W.		A	NY25	2016	9/13/2016	10014007
	Assini	Mark W.		C	NY25	2016	9/13/2016	10014006
	Atkins	Kenneth Stephen		C	TN08	2016	5/11/2016	10011534
	Atkins	Kenneth Stephen		D	TN08	2016	5/18/2016	9109052
	Atkinson	Thomas M.		C	OK01	2016	6/28/2016	10012661
	Atkinson	Thomas M.		X	OK01	2016	6/2/2016	9109408
	Babauta	Anthony M.		C	GU00	2016	7/26/2016	10013393
	Babeu	Paul Raymond		A	AZ01	2016	5/3/2016	9109387
	Babeu	Paul Raymond		A	AZ01	2016	5/3/2016	9109388
	Babeu	Paul Raymond		C	AZ01	2016	2/16/2016	9109376
Hon.	Babin	Brian		O	TX36	2016	8/8/2017	10016617
Hon.	Babin	Brian		P	TX36	2016	5/13/2016	20005154
Hon.	Babin	Brian		P	TX36	2016	7/14/2016	20005532
Hon.	Babin	Brian		P	TX36	2016	8/5/2016	9109787
Hon.	Babin	Brian		X	TX36	2016	5/15/2017	30003095
	Babinec	Martin		C	NY22	2016	5/19/2016	9109327
	Baca	Joe		C	CA31	2016	4/7/2016	9108527
Hon.	Bacon	Donald John		H	NE02	2016	5/2/2017	10015800
	Bacon	Donald John Mr		C	NE02	2016	5/15/2016	10011671
	Bagwell	Thomas A.		D	MI12	2016	6/27/2016	40000604
	Baker	Terry Hunter	Jr.	C	TN08	2016	5/18/2016	10012067
	Baldacci	Joseph M.		W		2016		9108523
	Ball	Jody		C	TN05	2016	6/12/2016	10013028
	Banks	James E.		C	IN03	2016	5/16/2016	10012057
Hon.	Banks	James E.		H	IN03	2016	5/15/2017	10015902
	Banuelos	Robert John		D	CA48	2016	4/21/2016	9108622
	Baricevic	Charles John		C	IL12	2016	10/6/2016	10014115
	Barkley	Michael James		C	CA10	2016	2/29/2016	10009673
Hon.	Barletta	Lou		O	PA11	2016	5/5/2017	10015197
Hon.	Barletta	Lou		P	PA11	2016	2/1/2016	20004487
Hon.	Barletta	Lou		P	PA11	2016	2/22/2016	20004642
Hon.	Barletta	Lou		P	PA11	2016	3/9/2016	20004720
Hon.	Barletta	Lou		P	PA11	2016	4/15/2016	20004906
Hon.	Barletta	Lou		P	PA11	2016	5/23/2016	20005220
Hon.	Barletta	Lou		P	PA11	2016	9/16/2016	20005897
Hon.	Barletta	Lou		P	PA11	2016	10/28/2016	20006116
	Barney	Sean		C	DE00	2016	5/13/2016	10010072
Hon.	Barr	Garland "Andy"		O	KY06	2016	5/15/2017	9111036
	Barragan	Nanette		C	CA44	2016	4/30/2016	10010601
Hon.	Barragan	Nanette		A	CA44	2016	7/30/2017	10018330
Hon.	Barragan	Nanette		A	CA44	2016	7/30/2017	10018329
Hon.	Barragan	Nanette		H	CA44	2016	5/13/2017	10016874
Mr.	Barrera	Raul (Roy)		C	TX27	2016	9/20/2016	10014039
	Barrett	Charles Daniel		C	NC13	2016	9/22/2016	10010970
	Barrett	Charles Daniel		X	NC13	2016	5/16/2016	30001878
	Bartley	Lori Anita Mrs		C	TX18	2016	5/23/2016	10012587
Hon.	Barton	Joe		A	TX06	2016	10/5/2017	9111865
Hon.	Barton	Joe		A	TX06	2016	10/5/2017	9111866
Hon.	Barton	Joe		O	TX06	2016	8/8/2017	9111552
Hon.	Barton	Joe		X	TX06	2016	6/7/2017	9111151
	Barz	Michael Thomas		W	IL05	2016	2/25/2016	6139
	Basham	Danny		C	IN06	2016	3/10/2016	9108409
	Basham	Danny		D	IN06	2016	3/3/2016	9108414
	Basler	Douglas Michael		C	WA09	2016	5/15/2016	10009817
Hon.	Bass	Karen		A	CA37	2016	10/16/2019	10029595
Hon.	Bass	Karen		O	CA37	2016	8/4/2017	10016487
Hon.	Bass	Karen		X	CA37	2016	5/11/2017	30003034
Hon.	Bass	Karen		X	CA37	2016	7/12/2017	30003517
Hon.	Bass	Karen		X	CA37	2016	7/28/2017	30003598
	Batsche	Christopher Michael		C	MO07	2016	5/20/2016	9108942
	Batts	Jason		C	KY01	2016	7/15/2016	10012220
	Batts	Jason		X	KY01	2016	5/19/2016	30002227
Dr.	Baucum	Ralph W.	III	X	LA04	2016	5/19/2016	9108899
Dr.	Baucum	Trey W.	III	C	LA04	2016	8/13/2016	10013766
	Baugh	Scott		C	CA48	2016	5/6/2018	10009666
	Baugh	Scott		W	CA48	2016	4/28/2016	6167
	Baugh	Scott		X	CA48	2016	3/7/2016	30001737
Hon.	Beatty	Joyce		A	OH03	2016	8/3/2017	9111525
Hon.	Beatty	Joyce		O	OH03	2016	5/15/2017	10015762
	Bedell	Eileen McNeil		C	VA07	2016	4/29/2016	10010633
	Bell	Douglas Anthony		C	GA05	2016	4/6/2016	9108528
Hon.	Benishek	Dan		P	MI01	2016	7/13/2016	9109663
	Bennett	Ken		C	AZ01	2016	9/10/2016	10013990
	Bennett	LuAnn		C	VA10	2016	5/13/2016	10010750
	Bennett	Robert		D	PA18	2016	2/19/2016	9108350
	Benson-Staebler	David James		W		2016		9109417
Hon.	Bera	Ami		O	CA07	2016	5/15/2017	10016005
	Bergman	John		A	MI01	2016	10/3/2016	10014100
	Bergman	John		A	MI01	2016	12/16/2016	10014359
	Bergman	John		C	MI01	2016	6/29/2016	10013265
	Bergman	John		X	MI01	2016	5/24/2016	9108945
Hon.	Bergman	John		H	MI01	2016	6/19/2017	10017258
Hon.	Bergman	John		X	MI01	2016	5/22/2017	30003310
Hon.	Bergman	John		X	MI01	2016	7/12/2017	30003520
	Bernal	Benito Benny		C	CA29	2016	9/22/2016	9110052
Hon.	Beyer	Donald Sternoff	Jr.	A	VA08	2016	7/13/2017	9111394
Hon.	Beyer	Donald Sternoff	Jr.	O	VA08	2016	5/10/2017	10015760
	Biggs	Andy		A	AZ05	2016	12/14/2016	9110292
	Biggs	Andy		C	AZ05	2016	5/20/2016	9109346
Hon.	Biggs	Andy		H	AZ05	2016	5/15/2017	10015769
Hon.	Bilirakis	Gus M.		O	FL12	2016	5/15/2017	9111034
Hon.	Bilirakis	Gus M.		P	FL12	2016	2/11/2016	9108317
Hon.	Bilirakis	Gus M.		P	FL12	2016	5/24/2016	9109045
	Bircher	Mark William		C	FL13	2016	9/26/2016	9110051
	Bishop	Bob		C	NY19	2016	5/11/2016	10011538
	Bishop	Christopher Andrew		W		2016		9108504
Hon.	Bishop	Michael D.		O	MI08	2016	7/20/2017	10016439
Hon.	Bishop	Michael D.		X	MI08	2016	5/11/2017	30003020
Hon.	Bishop	Rob		O	UT01	2016	5/3/2017	10015975
Hon.	Bishop	Sanford D.	Jr.	O	GA02	2016	4/28/2017	10015649
	Bjorn	Arik		A	SC02	2016	4/26/2016	10010457
	Bjorn	Arik		C	SC02	2016	4/25/2016	10010329
Hon.	Black	Diane		A	TN06	2016	7/21/2017	9111460
Hon.	Black	Diane		O	TN06	2016	5/12/2017	9111035
Hon.	Black	Diane		P	TN06	2016	1/28/2016	9108217
Hon.	Black	Diane		P	TN06	2016	2/19/2016	9108341
Hon.	Black	Diane		P	TN06	2016	3/8/2016	9108425
Hon.	Black	Diane		P	TN06	2016	4/27/2016	9108648
Hon.	Black	Diane		P	TN06	2016	4/27/2016	9108649
Hon.	Black	Diane		P	TN06	2016	5/10/2016	9108765
Hon.	Black	Diane		P	TN06	2016	7/15/2016	9109671
Hon.	Black	Diane		P	TN06	2016	8/29/2016	9109963
Hon.	Black	Diane		P	TN06	2016	10/25/2016	9110164
Hon.	Black	Diane		P	TN06	2016	12/14/2016	9110290
Hon.	Black	Diane		P	TN06	2016	1/18/2017	9110368
Hon.	Blackburn	Marsha		O	TN07	2016	8/3/2017	10018289
Hon.	Blackburn	Marsha		X	TN07	2016	6/12/2017	9111251
	Blake	Robert Edward		C	FL01	2016	5/25/2016	9109048
	Blake	Robert Edward		W		2016		9109676
	Bloom	Todd Anthony		C	WA06	2016	8/17/2016	10013850
	Bloom	Todd Anthony		D	WA06	2016	7/20/2016	9109698
Hon.	Blum	Rodney Leland		A	IA01	2016	2/21/2018	10019945
Hon.	Blum	Rodney Leland		O	IA01	2016	8/12/2017	10016409
Hon.	Blum	Rodney Leland		P	IA01	2016	10/14/2016	20006055
Hon.	Blum	Rodney Leland		X	IA01	2016	5/10/2017	30003015
Hon.	Blumenauer	Earl		O	OR03	2016	5/9/2017	10015848
Hon.	Blumenauer	Earl		P	OR03	2016	2/19/2016	20004637
Hon.	Blumenauer	Earl		P	OR03	2016	5/19/2016	20005200
Hon.	Blumenauer	Earl		P	OR03	2016	8/18/2016	20005741
Hon.	Blumenauer	Earl		P	OR03	2016	11/21/2016	20006238
Hon.	Blumenauer	Earl		P	OR03	2016	12/9/2016	20006337
Hon.	Blunt Rochester	Lisa		H	DE00	2016	5/5/2017	10014919
	Bomberger	Jeffrey		D	CA25	2016	5/3/2016	40000558
Hon.	Bonamici	Suzanne		O	OR01	2016	5/12/2017	10015615
Hon.	Bonamici	Suzanne		X	OR01	2016	5/4/2017	30002861
	Bonar	Troy		D	TX19	2016	6/29/2016	9109557
	Bongino	Daniel J.		C	FL19	2016	6/21/2016	9109533
	Bonoff	Terri		A	MN03	2016	6/2/2016	10012716
	Bonoff	Terri		C	MN03	2016	6/1/2016	10012536
Hon.	Bordallo	Madeleine Z.		O	GU00	2016	5/11/2017	10015904
Hon.	Bost	Michael		O	IL12	2016	5/9/2017	10016069
	Bostow	Diane Evelyn		C	MI01	2016	10/7/2016	10014117
	Bostow	Diane Evelyn		D	MI01	2016	7/13/2016	40000605
	Bouchard	Jim		D	ME01	2016	6/22/2016	9109556
Mr.	Bouie	John	II	A	MS02	2016	2/18/2016	9108334
Mr.	Bouie	John	II	C	MS02	2016	2/5/2016	10009557
	Bowers	Kerry Dale		C	NV03	2016	2/9/2016	10009578
Hon.	Boyle	Brendan F.		A	PA13	2016	10/3/2017	9111850
Hon.	Boyle	Brendan F.		O	PA13	2016	8/17/2017	9111630
Hon.	Boyle	Brendan F.		X	PA13	2016	5/18/2017	9110783
	Bradell	Kyle		C	CO06	2016	2/29/2016	10009681
	Bradshaw	William Micah		C	TX12	2016	5/16/2016	10012460
Hon.	Brady	Kevin		A	TX08	2016	10/10/2017	9111888
Hon.	Brady	Kevin		O	TX08	2016	8/14/2017	10018627
Hon.	Brady	Kevin		X	TX08	2016	6/12/2017	9111250
Hon.	Brady	Robert A.		O	PA01	2016	8/11/2017	10016664
Hon.	Brady	Robert A.		X	PA01	2016	5/15/2017	30003208
Mr.	Branca	A. J.		A	CA01	2016	6/1/2016	10012687
Mr.	Branca	Albert James		A	CA01	2016	5/24/2016	10012595
Mr.	Branca	Albert James		A	CA01	2016	5/24/2016	10012596
Mr.	Branca	Albert James		C	CA01	2016	5/16/2016	10012461
	Brandman	Jordan		C	CA46	2016	5/12/2016	10011792
	Brandman	Jordan		W	CA46	2016	5/24/2016	6181
Hon.	Brat	David Alan Mr		O	VA07	2016	5/15/2017	9111033
Hon.	Bridenstine	Jim		O	OK01	2016	5/15/2017	10017008
	Brill	Roger Q.		C	KY06	2016	10/11/2016	9110113
	Brisee	Steven Mitchell		C	NY19	2016	12/31/2016	10014395
	Brock	Andrew C.		C	NC13	2016	5/2/2016	10010393
	Brookes	Ann E.		W		2016		9109416
Dr.	Brooks	Janis C.		C	PA14	2016	5/12/2016	9109369
Hon.	Brooks	Mo		A	AL05	2016	7/16/2017	10018162
Hon.	Brooks	Mo		O	AL05	2016	5/11/2017	10016403
Hon.	Brooks	Mo		P	AL05	2016	1/12/2016	20004382
Hon.	Brooks	Mo		P	AL05	2016	2/22/2016	20004644
Hon.	Brooks	Mo		P	AL05	2016	3/8/2016	20004717
Hon.	Brooks	Mo		P	AL05	2016	5/2/2016	20005019
Hon.	Brooks	Mo		P	AL05	2016	7/13/2016	20005526
Hon.	Brooks	Mo		P	AL05	2016	8/25/2016	20005765
Hon.	Brooks	Mo		P	AL05	2016	10/10/2016	20006030
Hon.	Brooks	Mo		P	AL05	2016	11/2/2016	20006139
Hon.	Brooks	Mo		P	AL05	2016	12/20/2016	20006400
Hon.	Brooks	Susan W.		O	IN05	2016	5/15/2017	10015284
Hon.	Brooks	Susan W.		P	IN05	2016	1/11/2016	20004306
	Brooksbank	Russell		D	IN09	2016	7/26/2016	9109725
	Broun	Paul		C	GA09	2016	4/22/2016	10010369
Hon.	Brown	Anthony		H	MD04	2016	4/16/2017	10015041
	Brown	Anthony Gregory		C	MD04	2016	5/4/2016	10010693
	Brown	Desiree Michelle		C	OK03	2016	7/1/2016	10013291
	Brown	Shaun Denise		C	VA02	2016	9/21/2016	9110020
Hon.	Brownley	Julia		O	CA26	2016	7/14/2017	10015898
Hon.	Brownley	Julia		X	CA26	2016	5/4/2017	30002895
	Bruderly	David Edward		C	FL04	2016	8/7/2016	10013682
	Bruner	Matthew		A	CA20	2016	1/31/2016	10009527
	Bruner	Matthew		C	CA20	2016	1/31/2016	10009448
	Bryan	Pat		C	TX02	2016	2/29/2016	10009664
	Bryson	Rick E.		C	NC11	2016	4/19/2016	10010222
Hon.	Buchanan	Vern		O	FL16	2016	5/15/2017	9111031
Hon.	Buchanan	Vern		P	FL16	2016	1/19/2016	20004436
Hon.	Buchanan	Vern		P	FL16	2016	2/22/2016	20004643
Hon.	Buchanan	Vern		P	FL16	2016	3/14/2016	20004746
Hon.	Buchanan	Vern		P	FL16	2016	4/22/2016	20004969
Hon.	Buchanan	Vern		P	FL16	2016	5/20/2016	20005203
Hon.	Buchanan	Vern		P	FL16	2016	6/17/2016	20005362
Hon.	Buchanan	Vern		P	FL16	2016	7/28/2016	20005603
Hon.	Buchanan	Vern		P	FL16	2016	8/12/2016	20005702
Hon.	Buchanan	Vern		P	FL16	2016	10/19/2016	20006079
Hon.	Buchanan	Vern		P	FL16	2016	11/29/2016	20006274
Mr.	Buchholz	Myron Earl		C	WI03	2016	2/3/2016	9109373
Hon.	Buck	Kenneth R.		O	CO04	2016	7/28/2017	10015833
Hon.	Buck	Kenneth R.		P	CO04	2016	12/20/2016	20006384
Hon.	Buck	Kenneth R.		X	CO04	2016	6/12/2017	9111249
Hon.	Bucshon	Larry		O	IN08	2016	5/12/2017	9111030
Hon.	Budd	Theodore P.		H	NC13	2016	7/27/2017	10016028
Hon.	Budd	Theodore P.		X	NC13	2016	5/22/2017	30003138
Hon.	Budd	Theodore P.		X	NC13	2016	7/21/2017	30003505
Mr.	Budd	Theodore P.		A	NC13	2016	6/1/2016	10012605
Mr.	Budd	Theodore P.		A	NC13	2016	7/12/2016	10013312
Mr.	Budd	Theodore P.		A	NC13	2016	1/21/2017	10013370
Mr.	Budd	Theodore P.		A	NC13	2016	1/21/2017	10014459
Mr.	Budd	Theodore P.		C	NC13	2016	5/5/2016	10010964
	Bunch	William Carey "Bill"		C	VA09	2016	5/18/2016	9108874
	Bunch	William Carey "Bill"		D	VA09	2016	2/10/2016	9108351
	Bupp	Mitchell Preston		D	VA05	2016	4/29/2016	9108711
Hon.	Burgess	Michael C.		O	TX26	2016	7/13/2017	10015614
Hon.	Burgess	Michael C.		X	TX26	2016	5/4/2017	30002860
	Burk	John Gunther	Jr.	C	KY05	2016	4/6/2016	10009818
	Burke	William F.		C	MA08	2016	5/18/2016	10012524
Mr.	Burt	Kerry Scott		C	KS01	2016	5/18/2016	9108873
	Busch	Mark		D	FL07	2016	4/21/2016	9108623
	Busch	Mark		D	FL07	2016	5/18/2016	9108911
Hon.	Bustos	Cheri		O	IL17	2016	5/15/2017	10016290
Hon.	Bustos	Cheri		P	IL17	2016	6/30/2016	20005430
	Butkovich	Keith		A	MI04	2016	8/4/2016	10013647
	Butkovich	Keith		A	MI04	2016	8/9/2016	10013707
	Butkovich	Keith		C	MI04	2016	8/4/2016	10013646
Hon.	Butterfield	G. K.		O	NC01	2016	5/15/2017	10015917
Mrs.	Bydlak	Rebekah Johansen		C	FL01	2016	7/29/2016	10011183
Mrs.	Bydlak	Rebekah Johansen		X	FL01	2016	5/16/2016	30001913
Hon.	Byrne	Bradley		O	AL01	2016	5/15/2017	9111032
Mrs.	Byrne	Mary Radaszewski		C	MO07	2016	6/7/2016	10012943
	Byron	David Francis	II	D	FL19	2016	10/19/2016	9110153
	Cadena	Angel Luis	Jr.	C	CT03	2016	6/14/2016	10013145
	Caforio	Bryan		C	CA25	2016	4/25/2016	10010400
	Cage	Ericke		W	VA05	2016	5/24/2016	6180
	Cain	Emily		C	ME02	2016	5/15/2016	10012045
	Cain	Emily		C	ME02	2016	5/15/2016	10012045
	Caiozzo	Salvatore		D	RI02	2016	8/3/2016	9109770
	Calone	David L.		C	NY01	2016	5/13/2016	10010300
Hon.	Calvert	Ken		O	CA42	2016	5/4/2017	10016040
	Camacho	Felix Perez		C	GU00	2016	5/15/2016	10011803
	Campos	Louie J.		D	CA22	2016	3/28/2016	9108501
	Campoverdi	Alejandra		C	CA34	2016	1/8/2017	10014404
	Canada	Mike		C	CA52	2016	9/19/2016	10014026
	Cannon	Nelson Jerome		C	MI01	2016	5/11/2016	9109386
	Cano	Fernando Christian		C	NC09	2016	5/16/2016	10012171
	Canova	Timothy A.		C	FL23	2016	6/6/2016	10012920
	Canova	Timothy A.		X	FL23	2016	5/25/2016	9109036
Hon.	Capuano	Michael E.		O	MA07	2016	5/15/2017	10015045
	Carbajal	Salud		C	CA24	2016	5/13/2016	10010115
Hon.	Carbajal	Salud O.		A	CA24	2016	9/26/2017	10018975
Hon.	Carbajal	Salud O.		A	CA24	2016	5/10/2018	10022175
Hon.	Carbajal	Salud O.		H	CA24	2016	4/27/2017	10015531
Hon.	Cardenas	Tony		O	CA29	2016	8/10/2017	10017041
Hon.	Cardenas	Tony		X	CA29	2016	5/15/2017	30003204
	Cardwell	Charles Patteson	IV	C	VA02	2016	5/4/2016	10010898
Mr.	Cargas	James P.		C	TX07	2016	5/16/2016	10012162
Mr.	Cargas	James P.		X	TX07	2016	5/19/2016	30002204
	Carlton	Benjamin Todd Mr		C	TX08	2016	3/24/2016	10009767
	Carmona	Arturo		A	CA34	2016	1/13/2017	10014433
	Carmona	Arturo		C	CA34	2016	1/10/2017	10014423
	Carr	Joe		C	TN06	2016	7/25/2016	9109716
	Carrillo Dono	Wendy Maria		C	CA34	2016	3/10/2017	10014638
	Carrillo Dono	Wendy Maria		X	CA34	2016	3/9/2017	9110532
	Carroll	Morgan L.		C	CO06	2016	5/16/2016	10011042
Hon.	Carson	Andre		O	IN07	2016	5/15/2017	10015921
Hon.	Carter	Earl Leroy		A	GA01	2016	7/31/2018	10024291
Hon.	Carter	Earl Leroy		A	GA01	2016	8/2/2018	10024309
Hon.	Carter	Earl Leroy		O	GA01	2016	5/9/2017	10015362
Hon.	Carter	Earl Leroy		P	GA01	2016	4/5/2016	20004867
Hon.	Carter	Earl Leroy		P	GA01	2016	8/9/2016	20005685
Hon.	Carter	Earl Leroy		P	GA01	2016	8/10/2016	20005693
Hon.	Carter	John R.		A	TX31	2016	7/14/2017	10018136
Hon.	Carter	John R.		O	TX31	2016	5/12/2017	10015157
Hon.	Cartwright	Matt		A	PA17	2016	10/5/2017	9111867
Hon.	Cartwright	Matt		O	PA17	2016	7/14/2017	9111422
Hon.	Cartwright	Matt		X	PA17	2016	6/12/2017	9111248
	Casida	Tisha Trinette		C	CO03	2016	5/30/2016	10012483
	Castillo	Christopher		C	CA44	2016	4/23/2016	10010167
Hon.	Castor	Kathy		A	FL14	2016	5/18/2017	10017314
Hon.	Castor	Kathy		O	FL14	2016	5/15/2017	10014870
Hon.	Castor	Kathy		P	FL14	2016	3/18/2016	20004787
Hon.	Castor	Kathy		P	FL14	2016	5/3/2016	20005028
Hon.	Castor	Kathy		P	FL14	2016	6/6/2016	20005285
	Castricone	Dan		W	NY18	2016	4/19/2016	6157
Hon.	Castro	Joaquin		O	TX20	2016	8/11/2017	9111595
Hon.	Castro	Joaquin		X	TX20	2016	6/12/2017	9111247
Hon.	Castro	Joaquin		X	TX20	2016	9/18/2017	9111784
	Cataldo	Christopher David		C	MA09	2016	9/20/2016	10014040
	Chabot	Paul R Dr		C	CA31	2016	5/16/2016	10012391
	Chabot	Paul R Dr		X	CA31	2016	6/7/2016	30002299
Hon.	Chabot	Steve		O	OH01	2016	5/11/2017	10016282
Hon.	Chaffetz	Jason		O	UT03	2016	8/7/2017	10016136
Hon.	Chaffetz	Jason		X	UT03	2016	5/15/2017	30003099
	Chan Hodges	Shay		C	HI02	2016	7/11/2016	10013344
	Chane	Jonathan		C	FL18	2016	5/16/2016	10011016
	Chappelle-Nadal	Maria		C	MO01	2016	5/18/2016	10012513
	Cheney	Elizabeth		X	WY00	2016	5/19/2016	30002095
Hon.	Cheney	Elizabeth		A	WY00	2016	9/8/2017	10018872
Hon.	Cheney	Elizabeth		H	WY00	2016	8/11/2017	10015863
Hon.	Cheney	Elizabeth		X	WY00	2016	5/17/2017	30003021
Hon.	Cheney	Elizabeth		X	WY00	2016	9/12/2017	30003580
	Cheney	Elizabeth L		C	WY00	2016	7/14/2016	10011782
	Cherny	Dimitri		C	SC01	2016	4/28/2016	9108656
	Cherny	Dimitri		D	SC01	2016	2/9/2016	9108286
	Choi	Jun		W		2016		9110036
Dr.	Christensen	Gordon		C	MO04	2016	6/15/2016	10011751
Dr.	Christensen	Gordon		X	MO04	2016	5/19/2016	30002088
	Christensen	Leland G.		A	WY00	2016	7/29/2016	10013566
	Christensen	Leland G.		C	WY00	2016	7/28/2016	10013556
	Christensen	Leland G.		C	WY00	2016	8/3/2016	9109759
Hon.	Chu	Judy		O	CA27	2016	5/14/2017	10015247
Hon.	Chu	Judy		P	CA27	2016	2/24/2016	9108369
Hon.	Chu	Judy		P	CA27	2016	3/14/2016	9108453
Hon.	Chu	Judy		P	CA27	2016	4/14/2016	9108556
Hon.	Chu	Judy		P	CA27	2016	5/11/2016	20005065
Hon.	Chu	Judy		P	CA27	2016	6/15/2016	20005315
Hon.	Chu	Judy		P	CA27	2016	7/17/2016	20005491
Hon.	Chu	Judy		P	CA27	2016	8/16/2016	20005688
Hon.	Chu	Judy		P	CA27	2016	9/16/2016	20005841
Hon.	Chu	Judy		P	CA27	2016	10/22/2016	20006034
Hon.	Chu	Judy		P	CA27	2016	11/22/2016	20006174
Hon.	Chu	Judy		P	CA27	2016	12/20/2016	20006340
Hon.	Cicilline	David N.		O	RI01	2016	6/6/2017	10016996
Hon.	Cicilline	David N.		X	RI01	2016	5/16/2017	30003305
Hon.	Cino	Michael J.		C	NJ05	2016	1/26/2016	10009510
Hon.	Clark	Katherine M.		O	MA05	2016	8/7/2017	10016774
Hon.	Clark	Katherine M.		P	MA05	2016	1/19/2016	20004438
Hon.	Clark	Katherine M.		P	MA05	2016	2/18/2016	20004615
Hon.	Clark	Katherine M.		P	MA05	2016	4/6/2016	20004872
Hon.	Clark	Katherine M.		P	MA05	2016	7/6/2016	20005462
Hon.	Clark	Katherine M.		P	MA05	2016	8/8/2016	20005672
Hon.	Clark	Katherine M.		P	MA05	2016	10/3/2016	20005981
Hon.	Clark	Katherine M.		X	MA05	2016	5/15/2017	30003119
	Clark	Mike		C	TX31	2016	5/15/2016	10011140
Hon.	Clarke	Yvette D.		A	NY09	2016	8/8/2019	10028998
Hon.	Clarke	Yvette D.		O	NY09	2016	8/13/2017	10017259
Hon.	Clarke	Yvette D.		X	NY09	2016	5/16/2017	30003311
