Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Amatul-Wadud	Tahirah		C	MA01	2018	8/2/2018	10024297
	Amjad	Ayne		C	WV03	2018	4/30/2018	10021115
	Amjad	Ayne		X	WV03	2018	5/22/2018	30004038
Hon.	Amodei	Mark E.		O	NV02	2018	5/14/2019	10026246
	Andarza	Ivan Arturo		D	TX21	2018	9/24/2018	9113979
	Anderson	Bryan Neil		W		2018		9113965
	Anderson	Jeramey Dewayne		C	MS04	2018	4/30/2018	10020490
	Anderson Kelliher	Margaret		C	MN05	2018	7/15/2018	10024188
	Andrei	Linda		C	NY23	2018	5/14/2018	10022970
	Andres	Edward H.		C	MO06	2018	8/1/2018	10024298
	Andrews	Naomi		C	NH01	2018	5/28/2018	10023557
Dr.	Anzalone	John Anthony		C	NV04	2018	9/6/2018	10024627
	Apple	Gary Winston		C	MO06	2018	5/14/2018	10022824
	Arata	Lawrence V.		C	PA05	2018	4/8/2018	10020125
Mr.	Araujo	Hector		C	AZ09	2018	5/15/2018	10023361
	Armstrong	Kelly		C	ND00	2018	5/10/2018	10021201
Hon.	Armstrong	Kelly		A	ND01	2018	12/10/2019	10031203
Hon.	Armstrong	Kelly		H	ND01	2018	8/8/2019	10028604
Hon.	Armstrong	Kelly		X	ND01	2018	5/17/2019	9114712
	Arnold-Jones	Janice E.		C	NM01	2018	5/15/2018	10020701
	Arnold-Jones	Janice E.		X	NM01	2018	5/22/2018	30004546
	Arora	Harry		C	CT04	2018	7/11/2018	10024106
Hon.	Arrington	Jodey Cook		O	TX19	2018	8/13/2019	10027693
Hon.	Arrington	Jodey Cook		X	TX19	2018	5/14/2019	30005644
	Ashford	Brad		C	NE02	2018	5/14/2018	10022495
	Auman	James  Lee		C	AL04	2018	5/6/2018	10019782
	Austin	Anthony Tony		C	HI02	2018	5/11/2018	10022390
	Auxier	Randy		C	IL12	2018	8/5/2018	10023993
	Auxier	Randy		X	IL12	2018	6/22/2018	30004918
	Axne	Cindy		C	IA03	2018	5/16/2018	9113434
Hon.	Axne	Cindy		H	IA03	2018	5/6/2019	10026804
	Aycox	Kevin Michael		C	MS03	2018	4/25/2018	10020904
	Ayyas	Shadi		W		2018		9113219
Hon.	Babin	Brian		A	TX36	2018	11/12/2019	10029982
Hon.	Babin	Brian		O	TX36	2018	8/13/2019	10025905
Hon.	Babin	Brian		X	TX36	2018	4/15/2019	30005188
	Baca	Joe		C	CA35	2018	5/14/2018	9112846
	Bacher	Steve		C	PA08	2018	4/15/2018	10020169
Hon.	Bacon	Donald John		O	NE02	2018	5/12/2019	10026713
	Bacon	Kevin		C	OH12	2018	4/6/2018	10020113
	Badey	George J.	III	W		2018		9112708
	Baer	Lauren Elizabeth		C	FL18	2018	5/15/2018	10020575
Dr.	Baird	James R.		C	IN04	2018	10/4/2018	9114044
Hon.	Baird	James R.		O	IN04	2018	8/19/2019	9115307
Hon.	Baird	James R.		X	IN04	2018	5/7/2019	30005366
	Balchunis	Mary Ellen		W	PA05	2018	6/28/2018	6439
	Balderson	Troy		C	OH12	2018	9/20/2018	10024739
	Balderson	Troy		O	OH12	2018	5/15/2019	10027826
Mr.	Ballinger	Jeffrey Daniel		C	MA03	2018	8/1/2018	10024305
	Ballock	Thomas		W		2018		9113846
	Balter	Dana		C	NY24	2018	9/11/2018	10024676
Hon.	Banks	James E.		O	IN03	2018	5/14/2019	10027462
Hon.	Banks	James E.		O	IN03	2018	5/14/2019	10027462
Mr.	Banks	James Paul		D	NY27	2018	9/12/2018	9113801
	Banyas	Mickie Lou		C	TN01	2018	5/11/2018	10022338
	Barash	Yona		C	CA07	2018	5/14/2018	10020642
	Barlow	Dawn		C	TN06	2018	5/14/2018	10022689
Dr.	Barnes	Levy Q.	Jr.	C	TX14	2018	1/29/2018	10019796
	Barnett	Charles Rand		A	OR03	2018	4/4/2018	10020112
	Barnett	Charles Rand		C	OR03	2018	4/2/2018	10020106
	Barnhart	Rachel		C	NY25	2018	6/1/2018	10023852
Mr.	Barone	Roger Richard		D	TX03	2018	9/12/2018	9113800
	Baroness Von Behr	Irina		C	AZ09	2018	9/18/2018	10024718
Hon.	Barr	Garland "Andy"		O	KY06	2018	5/15/2019	9114963
Hon.	Barr	Garland "Andy"		P	KY06	2018	6/15/2018	9113416
	Barr	Robert		W		2018		9114053
Hon.	Barragan	Nanette		O	CA44	2018	4/23/2019	10026162
	Barrett	Michael		C	AR04	2018	4/20/2018	10020708
	Barrington	Mark		C	CO07	2018	5/14/2018	10022807
	Barris	Roger		A	CO02	2018	7/5/2018	9113485
	Barris	Roger		C	CO02	2018	6/26/2018	10024047
Dr.	Barsoom	Raafat		D	NJ07	2018	9/19/2018	9113946
	Bartlett	John		W		2018		9113213
	Barzee Flores	Mary		C	FL27	2018	7/30/2018	10023315
	Barzee Flores	Mary		X	FL27	2018	6/6/2018	30004693
	Basler	Douglas Michael		C	WA09	2018	6/20/2018	10024033
Hon.	Bass	Karen		A	CA37	2018	10/16/2019	10029597
Hon.	Bass	Karen		A	CA37	2018	12/13/2019	10031237
Hon.	Bass	Karen		O	CA37	2018	8/13/2019	10027877
Hon.	Bass	Karen		X	CA37	2018	5/15/2019	30005733
	Bassilian	Ron		C	CA37	2018	5/13/2018	10022497
	Bateson	Regina		C	CA04	2018	5/14/2018	10021674
Mr.	Batiste	Belden Noonie Man	Sr.	D	LA02	2018	10/31/2018	9114139
	Baugh	Scott		W	CA48	2018	4/16/2019	6610
	Beal	Brent		C	TX01	2018	5/22/2019	10028140
	Beals	Jeffrey		C	NY19	2018	5/25/2018	10023272
	Beals	Jeffrey		X	NY19	2018	6/6/2018	30004674
Hon.	Beatty	Joyce		A	OH03	2018	7/26/2019	10028853
Hon.	Beatty	Joyce		O	OH03	2018	5/15/2019	10027806
	Beck	Tobi		A	IN04	2018	9/13/2018	10024655
	Beck	Tobi		C	IN04	2018	9/7/2018	10024640
	Bedell	Eileen McNeil		W		2018		9113978
	Bedolla	Mateo Morelos		W		2018		9114052
	Beiler	Chet		C	PA11	2018	4/26/2018	10020804
	Bell	Adrienne		C	TX14	2018	5/7/2018	10021696
Mr.	Bell	James Jerome		C	OH11	2018	5/9/2018	10021978
Dr.	Benac	David T.	II	C	MI06	2018	5/25/2018	10023761
	Bennett	Douglas R.		C	IL10	2018	9/6/2018	10024628
	Benno	Ameer		C	NY04	2018	5/25/2018	10022474
	Benno	Ameer		X	NY04	2018	5/22/2018	30004355
Hon.	Bera	Ami		O	CA07	2018	5/14/2019	10026620
Hon.	Bergman	John		A	MI01	2018	10/9/2019	10029665
Hon.	Bergman	John		O	MI01	2018	5/15/2019	10027910
	Bergmann	Charlotte		C	TN09	2018	4/16/2018	9112663
Ms.	Berrios	Joceline		C	FL04	2018	5/15/2018	10023338
	Bethel	Lander Louis	Jr.	C	TX04	2018	5/10/2018	10022251
	Bevens	Matthew Ryan		W	KS02	2018	4/23/2018	6350
Hon.	Beyer	Donald Sternoff	Jr	O	VA08	2018	5/12/2019	10026686
	Bieda	Steven		X	MI09	2018	2/22/2018	30003915
Dr.	Biggins	Julia Elizabeth		C	VA10	2018	5/15/2018	10023298
Hon.	Biggs	Andy		O	AZ05	2018	5/13/2019	10027289
Hon.	Bilirakis	Gus M.		A	FL12	2018	1/2/2020	8216836
Hon.	Bilirakis	Gus M.		O	FL12	2018	8/12/2019	9115267
Hon.	Bilirakis	Gus M.		P	FL12	2018	6/28/2018	9113472
Hon.	Bilirakis	Gus M.		P	FL12	2018	1/2/2020	8216835
Hon.	Bilirakis	Gus M.		X	FL12	2018	5/8/2019	9114627
	Billie	Joseph Michael		D	PA05	2018	11/8/2018	9114163
Hon.	Bishop	Rob		O	UT01	2018	4/10/2019	10025720
Hon.	Bishop	Sanford D.	Jr.	O	GA02	2018	5/14/2019	10027379
	Bizon	Kimberly  Ann		C	MI10	2018	9/21/2018	9113947
Mr.	Bjorkman	Timothy W.		C	SD00	2018	4/18/2018	10020602
Hon.	Black	Diane		P	TN06	2018	2/6/2018	9112405
Hon.	Black	Diane		P	TN06	2018	2/28/2018	9112497
Hon.	Black	Diane		P	TN06	2018	3/21/2018	9112587
Hon.	Black	Diane		P	TN06	2018	4/9/2018	9112640
Hon.	Black	Diane		P	TN06	2018	4/13/2018	9112648
Hon.	Black	Diane		P	TN06	2018	5/1/2018	9112736
Hon.	Black	Diane		P	TN06	2018	5/17/2018	9112886
Hon.	Black	Diane		P	TN06	2018	6/8/2018	9113332
Hon.	Black	Diane		P	TN06	2018	6/26/2018	9113456
Hon.	Black	Diane		P	TN06	2018	7/23/2018	9113554
Hon.	Black	Diane		P	TN06	2018	8/9/2018	9113630
Hon.	Black	Diane		P	TN06	2018	8/28/2018	9113729
Hon.	Black	Diane		P	TN06	2018	9/19/2018	9113891
Hon.	Black	Diane		P	TN06	2018	10/10/2018	9114074
Hon.	Black	Diane		P	TN06	2018	11/1/2018	9114137
Hon.	Black	Diane		P	TN06	2018	11/27/2018	9114199
Hon.	Black	Diane		P	TN06	2018	12/18/2018	9114243
Hon.	Black	Diane		P	TN06	2018	1/3/2019	9114272
	Blackmon	Anthony		C	AL04	2018	5/15/2018	10020007
	Blackmon	Anthony		D	AL04	2018	2/16/2018	40001134
	Blankenbeker	Lynne		C	NH02	2018	8/28/2018	10024574
Dr.	Bledsoe Dvm	William D.		D	SC05	2018	9/12/2018	9113799
	Bliatout	Bobby		C	CA22	2018	5/14/2018	10022842
	Bloom	Steve		C	PA13	2018	4/24/2018	10020943
Hon.	Blum	Rodney Leland		P	IA01	2018	2/13/2018	20008963
Hon.	Blum	Rodney Leland		P	IA01	2018	2/13/2018	20008963
Hon.	Blum	Rodney Leland		P	IA01	2018	10/13/2018	20010478
Hon.	Blumenauer	Earl		A	OR03	2018	5/15/2019	9114966
Hon.	Blumenauer	Earl		O	OR03	2018	5/6/2019	10026022
Hon.	Blumenauer	Earl		P	OR03	2018	1/4/2018	20008676
Hon.	Blumenauer	Earl		P	OR03	2018	2/8/2018	20008925
Hon.	Blumenauer	Earl		P	OR03	2018	2/20/2018	20009000
Hon.	Blumenauer	Earl		P	OR03	2018	3/6/2018	20009092
Hon.	Blumenauer	Earl		P	OR03	2018	4/5/2018	20009235
Hon.	Blumenauer	Earl		P	OR03	2018	5/11/2018	20009528
Hon.	Blumenauer	Earl		P	OR03	2018	6/25/2018	20009788
Hon.	Blumenauer	Earl		P	OR03	2018	6/26/2018	20009802
Hon.	Blumenauer	Earl		P	OR03	2018	7/12/2018	20009879
Hon.	Blumenauer	Earl		P	OR03	2018	8/15/2018	20010109
Hon.	Blumenauer	Earl		P	OR03	2018	8/20/2018	20010133
Hon.	Blumenauer	Earl		P	OR03	2018	9/27/2018	20010365
Hon.	Blumenauer	Earl		P	OR03	2018	11/6/2018	20010620
Hon.	Blumenauer	Earl		P	OR03	2018	12/4/2018	20010770
Hon.	Blumenauer	Earl		P	OR03	2018	12/5/2018	20010777
Hon.	Blunt Rochester	Lisa		A	DE00	2018	8/7/2019	10028899
Hon.	Blunt Rochester	Lisa		O	DE00	2018	5/14/2019	10026277
Hon.	Blunt Rochester	Lisa		P	DE00	2018	1/12/2018	20008721
Hon.	Blunt Rochester	Lisa		P	DE00	2018	1/12/2018	20008721
Hon.	Blunt Rochester	Lisa		P	DE00	2018	3/8/2018	20009087
Hon.	Blunt Rochester	Lisa		P	DE00	2018	3/8/2018	20009087
Hon.	Blunt Rochester	Lisa		P	DE00	2018	4/9/2018	20009228
Hon.	Blunt Rochester	Lisa		P	DE00	2018	4/9/2018	20009228
Hon.	Blunt Rochester	Lisa		P	DE00	2018	6/12/2018	20009686
Hon.	Blunt Rochester	Lisa		P	DE00	2018	6/12/2018	20009686
Hon.	Blunt Rochester	Lisa		P	DE00	2018	10/2/2018	20010382
Hon.	Blunt Rochester	Lisa		P	DE00	2018	12/4/2018	20010767
	Boatner	John Burke	Jr.	C	TN08	2018	5/15/2018	10020768
	Boerio	Bibiana		C	PA14	2018	4/11/2018	10020141
	Boice	Court Allen		C	OR04	2018	4/15/2018	10020137
Dr.	Boivin	Bradley Thomas		C	WI01	2018	6/3/2018	10023790
	Bolhafner	Susan		D	MO01	2018	9/18/2018	9113886
Hon.	Bonamici	Suzanne		O	OR01	2018	6/4/2019	10025880
Hon.	Bonamici	Suzanne		X	OR01	2018	4/15/2019	30005186
	Bonds	Kristine		C	MI11	2018	4/25/2018	9112919
Mr.	Bonham	Paul		W		2018		9112896
	Bonneau	Jered Gavin		D	WA05	2018	4/4/2018	40001166
	Borrelli	Tamborine		C	WA10	2018	6/21/2018	10022852
	Borrelli	Tamborine		X	WA10	2018	5/22/2018	30004488
	Boser	Susan		C	PA09	2018	6/18/2018	10024003
Hon.	Bost	Michael		O	IL12	2018	5/9/2019	10026791
	Bourdeaux	Carolyn		C	GA07	2018	8/13/2018	10022508
	Bourdeaux	Carolyn		X	GA07	2018	5/22/2018	30004361
Hon.	Boyle	Brendan F.		O	PA02	2018	8/13/2019	10029111
Hon.	Boyle	Brendan F.		X	PA02	2018	5/17/2019	9114718
	Boyle	Daniel		D	PA05	2018	4/26/2018	9112718
	Boyle	Daniel		W		2018		9112731
Hon.	Brady	Kevin		O	TX08	2018	6/13/2019	10028508
Ms.	Brian	Lee Andrea		C	NC04	2018	5/5/2018	10021610
Ms.	Brian	Lee Andrea		W		2018		9113286
Hon.	Bridenstine	Jim		E	OK01	2018	5/4/2018	9112757
Hon.	Bridenstine	Jim		E	OK01	2018	5/14/2018	9112847
	Bright	Bobby Neal	Sr.	C	AL02	2018	5/6/2018	10021626
	Bright	Lee		C	SC04	2018	5/12/2018	10022265
	Brill	David H.		C	AZ04	2018	9/6/2018	10024632
	Brindisi	Anthony		C	NY22	2018	5/15/2018	10021748
Hon.	Brindisi	Anthony		A	NY22	2018	3/13/2019	10025324
Hon.	Brindisi	Anthony		H	NY22	2018	5/30/2019	10027030
Hon.	Brindisi	Anthony		X	NY22	2018	5/14/2019	30005680
Hon.	Briscoe	John		O	CA47	2018	5/14/2018	9112862
	Britt	Elysabeth Gregory		D	OK05	2018	5/22/2018	40001234
	Brolley	Matt		W	IL14	2018	5/23/2018	6387
	Brook	Martin		C	MI09	2018	2/14/2018	9112437
	Brooks	Doris Flores		C	GU00	2018	7/5/2018	10024109
Dr.	Brooks	Janis C.		C	PA18	2018	4/9/2018	10020132
Hon.	Brooks	Mo		O	AL05	2018	5/12/2019	10026952
Hon.	Brooks	Mo		P	AL05	2018	2/3/2018	20008873
Hon.	Brooks	Mo		P	AL05	2018	3/2/2018	20009061
Hon.	Brooks	Mo		P	AL05	2018	5/2/2018	20009433
Hon.	Brooks	Mo		P	AL05	2018	6/16/2018	20009743
Hon.	Brooks	Mo		P	AL05	2018	7/6/2018	20009848
Hon.	Brooks	Mo		P	AL05	2018	9/27/2018	20010366
Hon.	Brooks	Mo		P	AL05	2018	10/25/2018	20010541
Hon.	Brooks	Mo		P	AL05	2018	12/11/2018	20010805
Hon.	Brooks	Susan W.		O	IN05	2018	5/15/2019	10026793
Hon.	Brooks	Susan W.		P	IN05	2018	2/6/2018	20008849
Hon.	Brooks	Susan W.		P	IN05	2018	5/15/2018	20009475
Hon.	Brooks	Susan W.		P	IN05	2018	7/20/2018	20009918
	Brown	Alvin		A	FL05	2018	7/31/2018	10024299
	Brown	Alvin		C	FL05	2018	5/15/2018	10022693
Hon.	Brown	Anthony		O	MD04	2018	5/7/2019	10026695
	Brown	Brandon Pendarvis		C	SC04	2018	7/30/2018	10024173
	Brown	Christine Carol		C	WA04	2018	5/11/2018	10021206
Mr.	Brown	David Wilson		C	NC10	2018	5/15/2018	10023353
	Brown	Lisa		C	WA05	2018	5/14/2018	10022541
	Brown	Michael Bernard		C	MD01	2018	3/8/2018	9112552
	Brown	Michael Bernard		D	MD01	2018	3/29/2018	9112619
	Brown	Michael Bernard		W		2018		9113544
	Brown	Paul Michael		D	TX32	2018	9/24/2018	9113985
Mr.	Brown	Stephen  H.		C	SC04	2018	6/13/2018	10023945
	Browning	Dean Napier		C	PA15	2018	1/31/2018	10019801
	Browning	Dean Napier		X	PA15	2018	2/12/2018	30003907
	Browning	Kate M.		C	NY01	2018	5/12/2018	10022454
Hon.	Brownley	Julia		O	CA26	2018	8/5/2019	10027033
Hon.	Brownley	Julia		X	CA26	2018	5/9/2019	30005420
	Bruun	Bech		C	TX27	2018	5/15/2018	10023340
	Bryan	Pat		W		2018		9113845
	Bryce	Randy		C	WI01	2018	5/21/2018	9112964
Hon.	Buchanan	Vern		O	FL16	2018	5/15/2019	9114964
Hon.	Buchanan	Vern		P	FL16	2018	1/23/2018	20008790
Hon.	Buchanan	Vern		P	FL16	2018	3/21/2018	20009181
Hon.	Buchanan	Vern		P	FL16	2018	4/19/2018	20009337
Hon.	Buchanan	Vern		P	FL16	2018	5/22/2018	20009614
Hon.	Buchanan	Vern		P	FL16	2018	6/21/2018	20009773
Hon.	Buchanan	Vern		P	FL16	2018	7/26/2018	20009959
Hon.	Buchanan	Vern		P	FL16	2018	8/24/2018	20010163
Hon.	Buchanan	Vern		P	FL16	2018	10/19/2018	20010506
Hon.	Buchanan	Vern		P	FL16	2018	11/26/2018	20010721
Hon.	Buchanan	Vern		P	FL16	2018	12/28/2018	20010905
Dr.	Buck	George  William		X	FL13	2018	5/22/2018	30004079
Dr.	Buck	George  William		X	FL13	2018	7/20/2018	30004962
Hon.	Buck	Kenneth R.		O	CO04	2018	7/18/2019	10026481
Hon.	Buck	Kenneth R.		P	CO04	2018	1/14/2018	20008719
Hon.	Buck	Kenneth R.		P	CO04	2018	1/14/2018	20008719
Hon.	Buck	Kenneth R.		X	CO04	2018	5/8/2019	30005376
Hon.	Bucshon	Larry		O	IN08	2018	5/13/2019	10026826
Hon.	Budd	Theodore P.		O	NC13	2018	7/22/2019	10025740
Hon.	Budd	Theodore P.		X	NC13	2018	4/10/2019	30005166
	Bulger	Jason  Michael		C	FL04	2018	8/28/2018	10024575
	Bulger	Jason  Michael		X	FL04	2018	6/7/2018	9113348
	Bulger	Jason  Michael		X	FL04	2018	6/26/2018	9113449
	Bulger	Jason  Michael		X	FL04	2018	7/23/2018	9113564
	Bunkeddeko	Adem		C	NY09	2018	10/25/2019	10029795
	Burch	Lorie Louise		C	TX03	2018	4/24/2018	10020913
	Burchett	Tim		C	TN02	2018	5/10/2018	10021010
Hon.	Burchett	Tim		A	TN02	2018	3/13/2019	9114465
Hon.	Burchett	Tim		A	TN02	2018	3/13/2019	10025319
Hon.	Burchett	Tim		H	TN02	2018	9/17/2019	10027299
Hon.	Burchett	Tim		X	TN02	2018	5/13/2019	30005491
	Burgess	James E.		D	OH03	2018	5/15/2018	9113966
Hon.	Burgess	Michael C.		O	TX26	2018	8/12/2019	10027717
Hon.	Burgess	Michael C.		X	TX26	2018	5/14/2019	30005675
	Burkett	Mary		C	UT02	2018	7/15/2019	10028755
	Burns	Mark		C	SC04	2018	5/15/2018	10023199
	Burns	Robert Andrew		A	NH02	2018	6/27/2018	10024069
	Burns	Robert Andrew		C	NH02	2018	6/26/2018	10024064
	Bush	Aaron Michael		D	IN02	2018	9/19/2018	9113945
Hon.	Bustos	Cheri		O	IL17	2018	5/3/2019	10026057
Hon.	Bustos	Cheri		P	IL17	2018	10/12/2018	20010473
Hon.	Bustos	Cheri		P	IL17	2018	11/3/2018	20010578
	Butner	Josh Clayton		C	CA50	2018	4/26/2018	10021026
	Buttar	Shahid		C	CA12	2018	5/22/2019	9114806
Hon.	Butterfield	G. K.		O	NC01	2018	5/14/2019	10026906
Hon.	Byrne	Bradley		O	AL01	2018	5/15/2019	9114965
	Cadena	Angel Luis	Jr.	D	CT03	2018	5/23/2018	9113224
	Caforio	Bryan		C	CA25	2018	5/6/2018	10020678
Mr.	Caldwell	Kevin Terome		D	MD06	2018	9/19/2018	9113944
	Caligiuri	Ginny		C	IA02	2018	5/29/2018	9113270
	Callahan	David  Alan		C	GA13	2018	4/25/2018	9112715
Hon.	Calvert	Ken		O	CA42	2018	5/10/2019	10026847
	Campa-Najjar	Ammar		C	CA50	2018	7/25/2018	9113572
Mr.	Campbell	Daniel C.		W		2018		9114274
	Campbell	Tom		W	ND00	2018	5/23/2018	6386
	Campos	Allen Eugene		D	WI07	2018	1/25/2018	9112320
	Canales	Judith Ann		C	TX23	2018	5/15/2018	10023200
	Cano	Fernando Christian Mr	Jr	C	NC09	2018	5/15/2018	10022998
	Canova	Timothy A.		C	FL23	2018	5/15/2018	10023179
	Cantu	James		W		2018		9113792
Hon.	Carbajal	Salud O.		A	CA24	2018	5/13/2019	10027455
Hon.	Carbajal	Salud O.		O	CA24	2018	5/12/2019	10027242
Hon.	Cárdenas	Tony		O	CA29	2018	8/12/2019	10027136
Hon.	Cárdenas	Tony		X	CA29	2018	5/10/2019	30005446
	Carey	Peter Anthony		D	VA11	2018	9/13/2018	9113849
	Carlson	Kristen		C	FL15	2018	5/23/2018	9113106
Mr.	Carrigan	Sean J Mr		C	SC02	2018	5/9/2018	10021992
Mr.	Carroll	Brian T.		D	CA22	2018	2/14/2018	9112428
Hon.	Carson	André		O	IN07	2018	5/10/2019	10026518
Hon.	Carter	Earl Leroy		A	GA01	2018	9/23/2019	10029521
Hon.	Carter	Earl Leroy		O	GA01	2018	8/13/2019	10027416
Hon.	Carter	Earl Leroy		P	GA01	2018	1/12/2018	20008724
Hon.	Carter	Earl Leroy		P	GA01	2018	1/12/2018	20008724
Hon.	Carter	Earl Leroy		P	GA01	2018	9/12/2018	20010274
Hon.	Carter	Earl Leroy		X	GA01	2018	5/13/2019	30005533
Hon.	Carter	Earl Leroy		X	GA01	2018	6/18/2019	30005967
Hon.	Carter	Earl Leroy		X	GA01	2018	7/16/2019	30006033
Hon.	Carter	John R.		O	TX31	2018	5/8/2019	10025823
	Carter	Patrick		C	NV03	2018	3/20/2018	10020053
Hon.	Cartwright	Matt		O	PA08	2018	8/12/2019	9115269
Hon.	Cartwright	Matt		X	PA08	2018	5/13/2019	9114641
Hon.	Cartwright	Matt		X	PA08	2018	7/15/2019	9115138
	Casara	Daniel		C	CA52	2018	5/9/2018	10021961
	Casas	Mason		W		2018		9113927
	Case	Ed		C	HI01	2018	7/12/2018	10024165
Hon.	Case	Ed		H	HI01	2018	5/6/2019	10026702
	Casey	Thomas P.		W		2018		9112707
	Castaldo	Richard		C	OK02	2018	7/30/2018	10024284
	Casten	Sean		C	IL06	2018	8/5/2018	10024230
	Casten	Sean		X	IL06	2018	5/24/2018	9113151
Hon.	Casten	Sean		A	IL06	2018	3/21/2019	10025369
Hon.	Casten	Sean		A	IL06	2018	6/14/2019	10025410
Hon.	Casten	Sean		H	IL06	2018	6/14/2019	10026983
Hon.	Casten	Sean		X	IL06	2018	5/15/2019	30005762
Mr.	Castillo	Lee		C	UT01	2018	9/5/2018	10024617
Hon.	Castor	Kathy		O	FL14	2018	5/15/2019	10026093
Hon.	Castro	Joaquin		O	TX20	2018	8/12/2019	9115268
Hon.	Castro	Joaquin		X	TX20	2018	5/16/2019	9114667
	Cavanaugh	Kevin		C	AZ01	2018	11/2/2018	9114141
	Cavasso	Campbell		C	HI01	2018	6/26/2018	10024058
Hon.	Chabot	Steve		O	OH01	2018	5/7/2019	10026839
	Chamberlin	Christopher William		D	MN05	2018	9/14/2018	9113864
	Chandler	Alexandra Eleanor		C	MA03	2018	8/8/2018	10021956
	Chandler	Alexandra Eleanor		X	MA03	2018	5/22/2018	30004199
	Charbonneau	Mary Jean		C	MA06	2018	7/9/2018	9113497
	Chastain	Christopher Neil		C	SC04	2018	1/30/2018	10019805
	Chatlos	Robert		W		2018		9114102
Mrs.	Chauncey	Shelly Wilson		C	PA07	2018	2/10/2018	10019883
	Chavez	Rocky		C	CA49	2018	2/19/2018	10019927
	Cheney	Carole		W		2018		9113998
Hon.	Cheney	Elizabeth		O	WY00	2018	8/13/2019	10029102
Hon.	Cheney	Elizabeth Mrs		X	WY00	2018	5/3/2019	9114602
Ms.	Chenoweth	Heather Nicole		C	OK68	2018	6/11/2018	10023919
	Cherfilus-McCormick	Sheila		X	FL20	2018	6/11/2018	30004832
	Cherfilus-McCormick	Sheila		X	FL20	2018	7/5/2018	30004921
	Chery	Jacques		W	MO06	2018	4/20/2018	6348
	Chillara	Sridhar		W		2018		9113844
	Chin	Doug		C	HI01	2018	4/25/2018	9112918
	Chin	Doug		C	HI01	2018	5/15/2018	10022918
	Choudhury	Mizanur  Rahman		C	NY05	2018	10/15/2018	10023133
	Choudhury	Mizanur  Rahman		X	NY05	2018	6/22/2018	30004609
	Chrin	John R.		C	PA08	2018	6/29/2018	10020881
	Chrin	John R.		X	PA08	2018	5/8/2018	30004024
	Christie	Jennifer		W	IN05	2018	2/20/2018	6301
Hon.	Chu	Judy		O	CA27	2018	5/15/2019	10025920
Hon.	Chu	Judy		P	CA27	2018	1/15/2018	20008738
Hon.	Chu	Judy		P	CA27	2018	2/19/2018	20008965
Hon.	Chu	Judy		P	CA27	2018	3/16/2018	20009119
Hon.	Chu	Judy		P	CA27	2018	4/22/2018	20009294
Hon.	Chu	Judy		P	CA27	2018	5/13/2018	20009487
Hon.	Chu	Judy		P	CA27	2018	6/25/2018	20009735
Hon.	Chu	Judy		P	CA27	2018	7/15/2018	20009888
Hon.	Chu	Judy		P	CA27	2018	9/24/2018	20010299
Hon.	Chu	Judy		P	CA27	2018	10/15/2018	20010475
Hon.	Chu	Judy		P	CA27	2018	10/18/2018	20010503
