Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
HONORABLE	ACKERMAN	GARY L.		O	NY05	2012	5/14/2012	8205342
	ADAMS	ANTHONY T.		O	CA08	2012	4/2/2012	8208047
HONORABLE	ADAMS	SANDY		O	FL24	2012	5/15/2012	8205343
HONORABLE	ADERHOLT	ROBERT B.		X	AL04	2012	5/16/2012	8206875
HONORABLE	ADERHOLT	ROBERT B.		O	AL04	2012	6/6/2012	8206197
	ADLER	SHELLEY		O	NJ03	2012	5/11/2012	8208356
HONORABLE	AKIN	W. TODD		A	MO02	2012	10/2/2012	8209053
HONORABLE	AKIN	W. TODD		A	MO02	2012	11/28/2012	8209486
HONORABLE	AKIN	W. TODD		O	MO02	2012	5/9/2012	8205344
HONORABLE	ALEXANDER	RODNEY		O	LA05	2012	5/9/2012	8205345
HONORABLE	ALTMIRE	JASON		A	PA04	2012	6/20/2012	8206425
HONORABLE	ALTMIRE	JASON		O	PA04	2012	5/9/2012	8205346
	ALTSCHULER	RANDOLPH		O	NY01	2012	6/25/2012	8208444
	ALVARADO	MARIA LUISA		O	TX35	2012	8/10/2012	8208526
	ALVARADO	SIMON		O	TX12	2012	9/24/2012	8208830
HONORABLE	AMASH	JUSTIN		O	MI03	2012	5/15/2012	8205347
HONORABLE	AMODEI	MARK E.		O	NV02	2012	5/15/2012	8205348
HONORABLE	ANDREWS	ROBERT E.		O	NJ01	2012	5/14/2012	8205349
	ANTENORI	FRANK		W	AZ08	2012	8/8/2012	8208787
	ARREGUIN	JUAN MANUEL		O	AZ03	2012	5/25/2012	8208627
HONORABLE	AUSTRIA	STEVE		X	OH07	2012	4/27/2012	8206847
HONORABLE	AUSTRIA	STEVE		O	OH07	2012	8/10/2012	8207474
	AYCOCK	ELMO MURRY	III	O	TX34	2012	5/4/2012	8208154
HONORABLE	BACA	JOE		O	CA43	2012	5/15/2012	8205350
HONORABLE	BACHMANN	MICHELE		A	MN06	2012	5/24/2013	8212128
HONORABLE	BACHMANN	MICHELE		X	MN06	2012	5/15/2012	8206876
HONORABLE	BACHMANN	MICHELE		O	MN06	2012	8/14/2012	8207547
HONORABLE	BACHUS	SPENCER		O	AL06	2012	5/15/2012	8205351
	BADEY	GEORGE J.	III	O	PA07	2012	3/23/2012	8207997
	BAECHLER	MARY		D	WA04	2012	5/23/2012	8206164
	BAECHLER	MARY		O	WA04	2012	8/13/2012	8208534
HONORABLE	BALDWIN	TAMMY		O	WI02	2012	5/14/2012	8205352
	BALDWIN	WILLIAM BRET		O	TX27	2012	10/18/2012	8209223
	BARBER	RON		A	AZ08	2012	8/26/2014	8216449
	BARBER	RON		A	AZ08	2012	6/13/2013	8212253
	BARBER	RON		O	AZ08	2012	3/19/2012	8208032
HONORABLE	BARLETTA	LOU		O	PA11	2012	5/14/2012	8205353
	BARR	GARLAND HALE "ANDY"	IV	A	KY06	2012	12/12/2012	8209527
	BARR	GARLAND HALE "ANDY"	IV	A	KY06	2012	12/19/2012	8209564
	BARR	GARLAND HALE "ANDY"	IV	O	KY06	2012	5/17/2012	8208413
HONORABLE	BARROW	JOHN		O	GA12	2012	5/15/2012	8205355
	BARTH	JEFF		O	SD01	2012	11/1/2012	8209388
HONORABLE	BARTLETT	ROSCOE G.		O	MD06	2012	5/15/2012	8205357
HONORABLE	BARTON	JOE		O	TX06	2012	5/15/2012	8205356
HONORABLE	BASS	CHARLES F.		O	NH02	2012	5/15/2012	8205358
HONORABLE	BASS	KAREN		A	CA33	2012	10/23/2019	9115508
HONORABLE	BASS	KAREN		O	CA33	2012	5/15/2012	8205359
	BAYNE	FLOYD C.		O	VA07	2012	5/16/2012	8208393
HONORABLE	BECERRA	XAVIER		X	CA31	2012	5/22/2012	8206877
HONORABLE	BECERRA	XAVIER		O	CA31	2012	6/14/2012	8206379
	BELTZ	ERNIE ALAN	JR.	O	TX10	2012	5/11/2012	8208357
	BEMIS	RONALD S.		O	WA07	2012	7/16/2012	8208946
HONORABLE	BENISHEK	DAN		O	MI01	2012	5/15/2012	8205354
	BERA	AMERISH B.		O	CA07	2012	5/24/2012	8208415
HONORABLE	BERG	RICK		X	ND00	2012	5/15/2012	8206878
HONORABLE	BERG	RICK		O	ND00	2012	6/14/2012	8206311
HONORABLE	BERKLEY	SHELLEY		O	NV01	2012	5/15/2012	9102101
HONORABLE	BERMAN	HOWARD L.		O	CA28	2012	5/14/2012	8205361
	BIAS	LEE A.		O	WV03	2012	5/4/2012	8208324
	BIELAT	SEAN		O	MA04	2012	5/23/2012	8208632
HONORABLE	BIGGERT	JUDY		A	IL13	2012	2/6/2013	8209814
HONORABLE	BIGGERT	JUDY		O	IL13	2012	5/15/2012	8205363
HONORABLE	BILBRAY	BRIAN P.		A	CA50	2012	11/2/2012	8209405
HONORABLE	BILBRAY	BRIAN P.		O	CA50	2012	5/15/2012	8205364
HONORABLE	BILIRAKIS	GUS M.		O	FL09	2012	5/14/2012	8205365
HONORABLE	BISHOP	ROB		O	UT01	2012	5/15/2012	8205366
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2012	5/15/2012	8205367
HONORABLE	BISHOP	TIMOTHY H.		A	NY01	2012	5/28/2013	8212127
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2012	5/11/2012	8205368
HONORABLE	BLACK	DIANE		R	TN06	2012	11/2/2012	8209407
HONORABLE	BLACK	DIANE		X	TN06	2012	5/8/2012	8206851
HONORABLE	BLACK	DIANE		X	TN06	2012	7/5/2012	8206941
HONORABLE	BLACK	DIANE		X	TN06	2012	8/8/2012	8207039
HONORABLE	BLACK	DIANE		A	TN06	2012	11/28/2012	8209499
HONORABLE	BLACK	DIANE		O	TN06	2012	8/13/2012	8207466
HONORABLE	BLACKBURN	MARSHA		A	TN07	2012	11/16/2012	8209431
HONORABLE	BLACKBURN	MARSHA		O	TN07	2012	5/15/2012	8205369
	BLAS	FRANK FLORES	JR.	O	GU00	2012	3/7/2012	8208207
HONORABLE	BLUMENAUER	EARL		O	OR03	2012	5/23/2012	8205370
HONORABLE	BOEHNER	JOHN A.		O	OH08	2012	5/11/2012	8205371
	BOLAND	RAYMOND G.		O	WI03	2012	5/23/2012	8208635
HONORABLE	BONAMICI	SUZANNE		O	OR01	2012	5/9/2012	8205372
HONORABLE	BONNER	JO		O	AL01	2012	5/15/2012	8205373
HONORABLE	BONO MACK	MARY		O	CA45	2012	5/15/2012	8205581
	BOONE	DANIEL CURTIS		O	TX21	2012	4/27/2012	8208962
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2012	5/1/2012	8205374
HONORABLE	BOREN	DAN		X	OK02	2012	5/17/2012	8206879
HONORABLE	BOREN	DAN		O	OK02	2012	7/20/2012	8206676
	BOROWSKY	LISA		D	AZ09	2012	7/3/2012	8207724
	BOROWSKY	LISA		X	AZ09	2012	7/5/2012	8207088
	BOROWSKY	LISA		O	AZ09	2012	7/27/2012	8208507
HONORABLE	BOSWELL	LEONARD L.		O	IA03	2012	5/11/2012	9102115
HONORABLE	BOUSTANY	CHARLES W.	JR.	X	LA07	2012	5/17/2012	8206880
HONORABLE	BOUSTANY	CHARLES W.	JR.	O	LA07	2012	5/16/2012	8205376
HONORABLE	BRADY	KEVIN		X	TX08	2012	5/22/2012	8206881
HONORABLE	BRADY	KEVIN		O	TX08	2012	7/24/2012	8206700
HONORABLE	BRADY	ROBERT A.		O	PA01	2012	5/15/2012	8205377
HONORABLE	BRALEY	BRUCE L.		A	IA01	2012	6/28/2012	8206492
HONORABLE	BRALEY	BRUCE L.		X	IA01	2012	5/14/2012	8206853
HONORABLE	BRALEY	BRUCE L.		X	IA01	2012	7/3/2012	8206942
HONORABLE	BRALEY	BRUCE L.		O	IA01	2012	6/19/2012	8206427
	BRINKLEY	DAVID ROSS		O	MD06	2012	8/31/2012	8207810
	BRODHEAD	STEPHAN ANDREW		W	WA10	2012	3/5/2012	8206962
DR.	BROOKS	JANIS C.		O	PA14	2012	3/30/2012	8208049
HONORABLE	BROOKS	MO		O	AL05	2012	5/15/2012	8205378
	BROOKS	SUSAN		A	IN05	2012	12/14/2012	8209548
	BROOKS	SUSAN		O	IN05	2012	5/23/2012	8208883
HONORABLE	BROUN	PAUL C.		A	GA10	2012	1/2/2014	8213736
HONORABLE	BROUN	PAUL C.		X	GA10	2012	5/14/2012	8206854
HONORABLE	BROUN	PAUL C.		O	GA10	2012	8/2/2012	8206793
HONORABLE	BROWN	CORRINE		O	FL13	2012	5/15/2012	8205379
	BROWN	DUGALD ANDREW		O	WV02	2012	4/17/2012	8208109
	BROWNLEY	JULIA		O	CA08	2012	5/11/2012	8208358
HONORABLE	BUCHANAN	VERN		O	FL13	2012	5/15/2012	8206224
HONORABLE	BUCSHON	LARRY		A	IN08	2012	6/5/2012	9102116
HONORABLE	BUCSHON	LARRY		O	IN08	2012	5/14/2012	8205380
HONORABLE	BUERKLE	ANN MARIE		X	NY25	2012	5/24/2012	8206882
HONORABLE	BUERKLE	ANN MARIE		O	NY25	2012	8/13/2012	8207475
HONORABLE	BUERKLE	ANN MARIE		T	NY25	2012	5/10/2013	8210294
	BURCH	WILLIAM P.		O	TX25	2012	11/2/2012	8209390
HONORABLE	BURGESS	MICHAEL C.		A	TX26	2012	5/15/2013	8210406
HONORABLE	BURGESS	MICHAEL C.		X	TX26	2012	5/22/2012	8206883
HONORABLE	BURGESS	MICHAEL C.		O	TX26	2012	6/8/2012	8206298
	BURNER	DARCY		O	WA01	2012	5/7/2012	8208990
HONORABLE	BURTON	DAN		O	IN05	2012	5/14/2012	8205381
	BUSHMAN	DAVID ORVIL		W	AZ09	2012	4/6/2012	8206946
	BUSTAMANTE	JOHN M.		O	TX23	2012	11/2/2012	8209391
	BUSTOS	CHERI		X	IL17	2012	5/16/2012	8207063
	BUSTOS	CHERI		A	IL17	2012	12/21/2012	8209584
	BUSTOS	CHERI		O	IL17	2012	6/25/2012	8208987
